"","unique.ID","birds","plot"
"1252","407-2013-150",3,"Owen-Putnam State Forest"
"1253","407-2014-178",2,"Owen-Putnam State Forest"
"1254","407-2014-176",3,"Owen-Putnam State Forest"
"1255","407-2011-176",2,"Owen-Putnam State Forest"
"1256","407-2012-170",3,"Owen-Putnam State Forest"
"1257","407-2011-157",3,"Owen-Putnam State Forest"
"1258","407-2011-192",3,"Owen-Putnam State Forest"
"1259","407-2012-183",3,"Owen-Putnam State Forest"
"1260","407-2013-168",4,"Owen-Putnam State Forest"
"1261","407-2014-194",4,"Owen-Putnam State Forest"
"1262","408-2011-192",4,"Owen-Putnam State Forest"
"1263","408-2012-154",3,"Owen-Putnam State Forest"
"1264","408-2013-183",2,"Owen-Putnam State Forest"
"1265","408-2014-194",5,"Owen-Putnam State Forest"
"1266","408-2014-178",3,"Owen-Putnam State Forest"
"1267","408-2014-162",3,"Owen-Putnam State Forest"
"1268","408-2012-183",2,"Owen-Putnam State Forest"
"1269","408-2011-157",2,"Owen-Putnam State Forest"
"1270","408-2011-176",2,"Owen-Putnam State Forest"
"1271","408-2013-168",4,"Owen-Putnam State Forest"
"1272","408-2013-150",1,"Owen-Putnam State Forest"
"1273","408-2012-170",0,"Owen-Putnam State Forest"
"1274","408-2014-176",2,"Owen-Putnam State Forest"
"1275","409-2014-176",3,"Owen-Putnam State Forest"
"1276","409-2013-183",0,"Owen-Putnam State Forest"
"1277","409-2014-194",4,"Owen-Putnam State Forest"
"1278","409-2011-157",2,"Owen-Putnam State Forest"
"1279","409-2013-150",1,"Owen-Putnam State Forest"
"1280","409-2014-162",2,"Owen-Putnam State Forest"
"1281","409-2014-178",4,"Owen-Putnam State Forest"
"1282","409-2012-183",1,"Owen-Putnam State Forest"
"1283","409-2011-192",2,"Owen-Putnam State Forest"
"1284","409-2013-168",3,"Owen-Putnam State Forest"
"1285","409-2011-176",3,"Owen-Putnam State Forest"
"1286","409-2012-154",2,"Owen-Putnam State Forest"
"1287","409-2012-170",1,"Owen-Putnam State Forest"
"1288","410-2011-176",3,"Owen-Putnam State Forest"
"1289","410-2012-154",1,"Owen-Putnam State Forest"
"1290","410-2012-183",2,"Owen-Putnam State Forest"
"1291","410-2014-194",5,"Owen-Putnam State Forest"
"1292","410-2011-192",0,"Owen-Putnam State Forest"
"1293","410-2011-157",2,"Owen-Putnam State Forest"
"1294","410-2013-183",2,"Owen-Putnam State Forest"
"1295","410-2013-150",1,"Owen-Putnam State Forest"
"1296","410-2014-178",4,"Owen-Putnam State Forest"
"1297","410-2012-170",0,"Owen-Putnam State Forest"
"1298","410-2014-176",3,"Owen-Putnam State Forest"
"1299","410-2014-162",1,"Owen-Putnam State Forest"
"1300","410-2013-168",2,"Owen-Putnam State Forest"
"1301","411-2014-178",3,"Owen-Putnam State Forest"
"1302","411-2013-168",1,"Owen-Putnam State Forest"
"1303","411-2011-157",1,"Owen-Putnam State Forest"
"1304","411-2012-183",2,"Owen-Putnam State Forest"
"1305","411-2011-176",2,"Owen-Putnam State Forest"
"1306","411-2012-154",2,"Owen-Putnam State Forest"
"1307","411-2014-162",2,"Owen-Putnam State Forest"
"1308","411-2011-192",0,"Owen-Putnam State Forest"
"1309","411-2012-170",1,"Owen-Putnam State Forest"
"1310","411-2013-183",2,"Owen-Putnam State Forest"
"1311","411-2014-194",5,"Owen-Putnam State Forest"
"1312","411-2014-176",2,"Owen-Putnam State Forest"
"1313","411-2013-150",1,"Owen-Putnam State Forest"
"1314","412-2014-176",3,"Owen-Putnam State Forest"
"1315","412-2013-150",1,"Owen-Putnam State Forest"
"1316","412-2011-192",2,"Owen-Putnam State Forest"
"1317","412-2012-170",3,"Owen-Putnam State Forest"
"1318","412-2012-154",4,"Owen-Putnam State Forest"
"1319","412-2014-178",3,"Owen-Putnam State Forest"
"1320","412-2014-194",4,"Owen-Putnam State Forest"
"1321","412-2012-183",2,"Owen-Putnam State Forest"
"1322","412-2011-176",3,"Owen-Putnam State Forest"
"1323","412-2013-168",4,"Owen-Putnam State Forest"
"1324","412-2014-162",4,"Owen-Putnam State Forest"
"1325","412-2011-157",1,"Owen-Putnam State Forest"
"1326","412-2013-183",4,"Owen-Putnam State Forest"
"1327","416-2013-188",1,"Martin State Forest"
"1328","416-2012-170",0,"Martin State Forest"
"1329","416-2011-155",1,"Martin State Forest"
"1330","416-2013-169",1,"Martin State Forest"
"1331","416-2014-160",1,"Martin State Forest"
"1332","416-2011-188",1,"Martin State Forest"
"1333","416-2014-196",1,"Martin State Forest"
"1334","416-2012-152",0,"Martin State Forest"
"1335","416-2011-172",0,"Martin State Forest"
"1336","416-2012-182",1,"Martin State Forest"
"1337","416-2013-153",0,"Martin State Forest"
"1338","416-2014-179",1,"Martin State Forest"
"1339","416-2014-177",1,"Martin State Forest"
"1340","417-2013-188",2,"Martin State Forest"
"1341","417-2014-179",3,"Martin State Forest"
"1342","417-2013-153",0,"Martin State Forest"
"1343","417-2012-182",1,"Martin State Forest"
"1344","417-2011-188",1,"Martin State Forest"
"1345","417-2014-177",4,"Martin State Forest"
"1346","417-2012-152",1,"Martin State Forest"
"1347","417-2012-170",0,"Martin State Forest"
"1348","417-2014-160",3,"Martin State Forest"
"1349","417-2011-172",1,"Martin State Forest"
"1350","417-2013-169",0,"Martin State Forest"
"1351","417-2014-196",3,"Martin State Forest"
"1352","417-2011-155",0,"Martin State Forest"
"1353","418-2014-190",1,"First Creek"
"1354","418-2011-173",0,"First Creek"
"1355","418-2013-182",0,"First Creek"
"1356","418-2013-167",1,"First Creek"
"1357","418-2011-154",1,"First Creek"
"1358","418-2014-172",1,"First Creek"
"1359","418-2012-181",1,"First Creek"
"1360","418-2014-171",1,"First Creek"
"1361","418-2014-153",0,"First Creek"
"1362","418-2013-149",0,"First Creek"
"1363","418-2012-151",0,"First Creek"
"1364","418-2011-191",1,"First Creek"
"1365","418-2012-166",1,"First Creek"
"1366","594-2012-181",6,"Area 58"
"1367","594-2014-190",4,"Area 58"
"1368","594-2011-168",2,"Area 58"
"1369","594-2013-169",1,"Area 58"
"1370","594-2014-156",4,"Area 58"
"1371","594-2014-173",3,"Area 58"
"1372","594-2011-157",3,"Area 58"
"1373","594-2012-170",3,"Area 58"
"1374","594-2011-193",5,"Area 58"
"1375","594-2014-175",2,"Area 58"
"1376","594-2013-183",3,"Area 58"
"1377","594-2012-154",3,"Area 58"
"1378","594-2013-150",5,"Area 58"
"1379","595-2011-157",1,"Area 58"
"1380","595-2014-156",3,"Area 58"
"1381","595-2012-181",3,"Area 58"
"1382","595-2012-154",3,"Area 58"
"1383","595-2013-183",2,"Area 58"
"1384","595-2014-175",3,"Area 58"
"1385","595-2012-170",1,"Area 58"
"1386","595-2014-190",4,"Area 58"
"1387","595-2011-193",1,"Area 58"
"1388","595-2013-150",4,"Area 58"
"1389","595-2013-169",3,"Area 58"
"1390","595-2014-173",4,"Area 58"
"1391","595-2011-168",2,"Area 58"
"1392","596-2012-181",4,"Area 58"
"1393","596-2011-168",1,"Area 58"
"1394","596-2013-150",1,"Area 58"
"1395","596-2013-183",2,"Area 58"
"1396","596-2012-154",0,"Area 58"
"1397","596-2014-173",3,"Area 58"
"1398","596-2012-170",3,"Area 58"
"1399","596-2011-157",3,"Area 58"
"1400","596-2014-175",3,"Area 58"
"1401","596-2014-190",2,"Area 58"
"1402","596-2014-156",1,"Area 58"
"1403","596-2011-193",1,"Area 58"
"1404","596-2013-169",2,"Area 58"
"1405","597-2014-173",3,"Area 58"
"1406","597-2013-169",2,"Area 58"
"1407","597-2012-154",1,"Area 58"
"1408","597-2013-183",0,"Area 58"
"1409","597-2012-181",3,"Area 58"
"1410","597-2011-168",0,"Area 58"
"1411","597-2011-193",0,"Area 58"
"1412","597-2014-190",1,"Area 58"
"1413","597-2013-150",2,"Area 58"
"1414","597-2011-157",3,"Area 58"
"1415","597-2014-175",2,"Area 58"
"1416","597-2014-156",0,"Area 58"
"1417","597-2012-170",1,"Area 58"
"1418","598-2012-170",1,"Area 58"
"1419","598-2014-156",3,"Area 58"
"1420","598-2012-154",1,"Area 58"
"1421","598-2013-169",2,"Area 58"
"1422","598-2011-157",4,"Area 58"
"1423","598-2011-168",3,"Area 58"
"1424","598-2011-193",2,"Area 58"
"1425","598-2013-150",3,"Area 58"
"1426","598-2012-181",3,"Area 58"
"1427","598-2014-175",2,"Area 58"
"1428","598-2014-190",3,"Area 58"
"1429","598-2013-183",2,"Area 58"
"1430","598-2014-173",3,"Area 58"
"1431","599-2011-168",2,"Area 58"
"1432","599-2013-169",3,"Area 58"
"1433","599-2012-181",4,"Area 58"
"1434","599-2012-154",1,"Area 58"
"1435","599-2014-190",2,"Area 58"
"1436","599-2011-193",0,"Area 58"
"1437","599-2012-170",2,"Area 58"
"1438","599-2013-150",2,"Area 58"
"1439","599-2011-157",1,"Area 58"
"1440","599-2014-175",1,"Area 58"
"1441","599-2014-156",1,"Area 58"
"1442","599-2014-173",1,"Area 58"
"1443","599-2013-153",1,"Area 58"
"1444","600-2014-170",4,"Area 7"
"1445","600-2011-150",2,"Area 7"
"1446","600-2013-182",3,"Area 7"
"1447","600-2014-153",4,"Area 7"
"1448","600-2014-185",2,"Area 7"
"1449","600-2012-184",4,"Area 7"
"1450","600-2013-168",3,"Area 7"
"1451","600-2011-164",1,"Area 7"
"1452","600-2012-152",3,"Area 7"
"1453","600-2013-150",2,"Area 7"
"1454","600-2014-168",3,"Area 7"
"1455","600-2012-168",3,"Area 7"
"1456","600-2011-187",2,"Area 7"
"1457","601-2012-152",2,"Area 7"
"1458","601-2014-153",3,"Area 7"
"1459","601-2013-150",2,"Area 7"
"1460","601-2014-170",3,"Area 7"
"1461","601-2013-168",3,"Area 7"
"1462","601-2013-182",4,"Area 7"
"1463","601-2011-187",2,"Area 7"
"1464","601-2011-164",1,"Area 7"
"1465","601-2014-185",4,"Area 7"
"1466","601-2014-168",4,"Area 7"
"1467","601-2012-168",2,"Area 7"
"1468","601-2012-184",2,"Area 7"
"1469","601-2011-150",1,"Area 7"
"1470","602-2014-153",1,"Area 7"
"1471","602-2013-168",3,"Area 7"
"1472","602-2014-185",2,"Area 7"
"1473","602-2012-152",2,"Area 7"
"1474","602-2011-164",1,"Area 7"
"1475","602-2014-168",2,"Area 7"
"1476","602-2013-182",4,"Area 7"
"1477","602-2011-150",1,"Area 7"
"1478","602-2013-150",2,"Area 7"
"1479","602-2011-187",2,"Area 7"
"1480","602-2012-184",1,"Area 7"
"1481","602-2014-170",3,"Area 7"
"1482","602-2012-168",2,"Area 7"
"1483","603-2014-170",4,"Area 7"
"1484","603-2014-185",4,"Area 7"
"1485","603-2014-153",1,"Area 7"
"1486","603-2012-184",2,"Area 7"
"1487","603-2013-182",5,"Area 7"
"1488","603-2011-150",2,"Area 7"
"1489","603-2013-150",2,"Area 7"
"1490","603-2012-168",3,"Area 7"
"1491","603-2012-152",3,"Area 7"
"1492","603-2014-168",3,"Area 7"
"1493","603-2011-187",3,"Area 7"
"1494","603-2013-168",3,"Area 7"
"1495","603-2011-164",3,"Area 7"
"1496","604-2012-152",3,"Area 7"
"1497","604-2014-185",3,"Area 7"
"1498","604-2014-170",5,"Area 7"
"1499","604-2013-150",1,"Area 7"
"1500","604-2011-187",3,"Area 7"
"1501","604-2014-153",3,"Area 7"
"1502","604-2014-168",4,"Area 7"
"1503","604-2012-168",4,"Area 7"
"1504","604-2013-168",2,"Area 7"
"1505","604-2013-182",5,"Area 7"
"1506","604-2011-150",2,"Area 7"
"1507","604-2011-164",2,"Area 7"
"1508","604-2012-184",2,"Area 7"
"1509","605-2012-152",5,"Area 7"
"1510","605-2014-170",3,"Area 7"
"1511","605-2013-168",3,"Area 7"
"1512","605-2012-168",4,"Area 7"
"1513","605-2011-187",2,"Area 7"
"1514","605-2014-153",3,"Area 7"
"1515","605-2014-168",5,"Area 7"
"1516","605-2014-185",4,"Area 7"
"1517","605-2013-150",3,"Area 7"
"1518","605-2013-182",5,"Area 7"
"1519","605-2011-164",1,"Area 7"
"1520","605-2011-150",3,"Area 7"
"1521","605-2012-184",5,"Area 7"
"1522","606-2013-168",3,"Area 7"
"1523","606-2014-153",2,"Area 7"
"1524","606-2014-185",4,"Area 7"
"1525","606-2014-170",3,"Area 7"
"1526","606-2011-187",3,"Area 7"
"1527","606-2013-150",3,"Area 7"
"1528","606-2012-152",3,"Area 7"
"1529","606-2012-168",3,"Area 7"
"1530","606-2011-164",2,"Area 7"
"1531","606-2012-184",6,"Area 7"
"1532","606-2014-168",6,"Area 7"
"1533","606-2013-182",3,"Area 7"
"1534","606-2011-150",3,"Area 7"
"1535","607-2013-168",3,"Area 7"
"1536","607-2012-168",3,"Area 7"
"1537","607-2014-168",3,"Area 7"
"1538","607-2014-154",2,"Area 7"
"1539","607-2012-152",2,"Area 7"
"1540","607-2011-187",3,"Area 7"
"1541","607-2013-150",3,"Area 7"
"1542","607-2013-182",1,"Area 7"
"1543","607-2012-184",4,"Area 7"
"1544","607-2014-170",6,"Area 7"
"1545","607-2014-185",4,"Area 7"
"1546","607-2011-164",2,"Area 7"
"1547","607-2011-150",4,"Area 7"
"1548","608-2012-184",2,"Area 7"
"1549","608-2013-150",2,"Area 7"
"1550","608-2011-150",1,"Area 7"
"1551","608-2014-168",1,"Area 7"
"1552","608-2012-152",3,"Area 7"
"1553","608-2012-168",2,"Area 7"
"1554","608-2013-168",3,"Area 7"
"1555","608-2014-154",2,"Area 7"
"1556","608-2011-164",2,"Area 7"
"1557","608-2013-182",5,"Area 7"
"1558","608-2011-187",3,"Area 7"
"1559","608-2014-185",4,"Area 7"
"1560","608-2014-170",3,"Area 7"
"1561","609-2012-184",4,"Area 7"
"1562","609-2012-152",2,"Area 7"
"1563","609-2013-168",2,"Area 7"
"1564","609-2011-150",2,"Area 7"
"1565","609-2012-168",4,"Area 7"
"1566","609-2013-182",2,"Area 7"
"1567","609-2013-150",5,"Area 7"
"1568","609-2011-187",2,"Area 7"
"1569","609-2011-164",1,"Area 7"
"1570","609-2014-170",5,"Area 7"
"1571","609-2014-185",3,"Area 7"
"1572","609-2014-154",0,"Area 7"
"1573","609-2014-168",3,"Area 7"
"1574","610-2011-164",1,"Area 7"
"1575","610-2011-150",4,"Area 7"
"1576","610-2012-152",3,"Area 7"
"1577","610-2011-187",4,"Area 7"
"1578","610-2014-170",3,"Area 7"
"1579","610-2014-185",6,"Area 7"
"1580","610-2014-154",3,"Area 7"
"1581","610-2013-150",4,"Area 7"
"1582","610-2013-168",2,"Area 7"
"1583","610-2013-182",3,"Area 7"
"1584","610-2014-168",4,"Area 7"
"1585","610-2012-184",4,"Area 7"
"1586","610-2012-168",5,"Area 7"
"1587","611-2012-152",3,"Area 7"
"1588","611-2014-185",8,"Area 7"
"1589","611-2014-154",2,"Area 7"
"1590","611-2012-184",6,"Area 7"
"1591","611-2013-182",3,"Area 7"
"1592","611-2014-168",4,"Area 7"
"1593","611-2012-168",3,"Area 7"
"1594","611-2011-164",1,"Area 7"
"1595","611-2014-170",5,"Area 7"
"1596","611-2011-150",3,"Area 7"
"1597","611-2013-168",4,"Area 7"
"1598","611-2013-150",3,"Area 7"
"1599","611-2011-187",4,"Area 7"
"1600","612-2011-187",2,"Area 7"
"1601","612-2012-184",5,"Area 7"
"1602","612-2012-152",1,"Area 7"
"1603","612-2014-170",4,"Area 7"
"1604","612-2013-182",3,"Area 7"
"1605","612-2014-154",2,"Area 7"
"1606","612-2012-168",4,"Area 7"
"1607","612-2011-164",2,"Area 7"
"1608","612-2014-185",4,"Area 7"
"1609","612-2011-150",2,"Area 7"
"1610","612-2013-150",2,"Area 7"
"1611","612-2013-168",3,"Area 7"
"1612","612-2014-168",4,"Area 7"
"1613","613-2013-168",2,"Area 7"
"1614","613-2012-184",4,"Area 7"
"1615","613-2011-164",3,"Area 7"
"1616","613-2011-187",4,"Area 7"
"1617","613-2013-182",4,"Area 7"
"1618","613-2013-150",2,"Area 7"
"1619","613-2014-170",3,"Area 7"
"1620","613-2012-152",3,"Area 7"
"1621","613-2011-150",3,"Area 7"
"1622","613-2012-168",3,"Area 7"
"1623","613-2014-185",3,"Area 7"
"1624","613-2014-168",5,"Area 7"
"1625","613-2014-154",4,"Area 7"
"1626","614-2012-152",1,"Area 7"
"1627","614-2012-184",3,"Area 7"
"1628","614-2013-150",2,"Area 7"
"1629","614-2013-182",1,"Area 7"
"1630","614-2014-154",2,"Area 7"
"1631","614-2014-185",4,"Area 7"
"1632","614-2014-170",4,"Area 7"
"1633","614-2014-168",4,"Area 7"
"1634","614-2011-187",2,"Area 7"
"1635","614-2013-168",1,"Area 7"
"1636","614-2011-150",1,"Area 7"
"1637","614-2011-164",3,"Area 7"
"1638","614-2012-168",4,"Area 7"
"1639","615-2012-151",3,"Area 27"
"1640","615-2014-171",5,"Area 27"
"1641","615-2012-181",3,"Area 27"
"1642","615-2014-160",2,"Area 27"
"1643","615-2013-180",3,"Area 27"
"1644","615-2011-186",3,"Area 27"
"1645","615-2014-188",3,"Area 27"
"1646","615-2014-172",3,"Area 27"
"1647","615-2013-166",3,"Area 27"
"1648","615-2012-166",2,"Area 27"
"1649","615-2011-158",0,"Area 27"
"1650","615-2013-149",0,"Area 27"
"1651","615-2011-165",2,"Area 27"
"1652","616-2011-165",3,"Area 27"
"1653","616-2013-180",3,"Area 27"
"1654","616-2014-160",4,"Area 27"
"1655","616-2014-172",3,"Area 27"
"1656","616-2014-171",3,"Area 27"
"1657","616-2012-151",3,"Area 27"
"1658","616-2011-158",2,"Area 27"
"1659","616-2011-186",3,"Area 27"
"1660","616-2013-149",1,"Area 27"
"1661","616-2014-188",3,"Area 27"
"1662","616-2012-166",3,"Area 27"
"1663","616-2012-181",6,"Area 27"
"1664","616-2013-166",6,"Area 27"
"1665","617-2012-166",3,"Area 27"
"1666","617-2013-180",4,"Area 27"
"1667","617-2011-186",2,"Area 27"
"1668","617-2013-149",2,"Area 27"
"1669","617-2011-158",1,"Area 27"
"1670","617-2012-181",6,"Area 27"
"1671","617-2013-166",5,"Area 27"
"1672","617-2011-165",3,"Area 27"
"1673","617-2014-160",3,"Area 27"
"1674","617-2014-172",5,"Area 27"
"1675","617-2014-188",3,"Area 27"
"1676","617-2012-151",3,"Area 27"
"1677","617-2014-171",4,"Area 27"
"1678","618-2014-160",3,"Area 27"
"1679","618-2011-186",3,"Area 27"
"1680","618-2011-158",2,"Area 27"
"1681","618-2014-188",4,"Area 27"
"1682","618-2013-180",3,"Area 27"
"1683","618-2011-165",3,"Area 27"
"1684","618-2014-171",5,"Area 27"
"1685","618-2012-151",3,"Area 27"
"1686","618-2013-166",3,"Area 27"
"1687","618-2012-166",4,"Area 27"
"1688","618-2013-149",2,"Area 27"
"1689","618-2014-172",3,"Area 27"
"1690","618-2012-181",5,"Area 27"
"1691","619-2014-188",4,"Area 27"
"1692","619-2014-172",3,"Area 27"
"1693","619-2013-149",1,"Area 27"
"1694","619-2013-180",3,"Area 27"
"1695","619-2011-186",2,"Area 27"
"1696","619-2013-166",6,"Area 27"
"1697","619-2011-165",2,"Area 27"
"1698","619-2014-171",5,"Area 27"
"1699","619-2012-181",4,"Area 27"
"1700","619-2014-160",4,"Area 27"
"1701","619-2012-166",3,"Area 27"
"1702","619-2012-151",3,"Area 27"
"1703","619-2011-158",2,"Area 27"
"1704","620-2014-171",3,"Area 27"
"1705","620-2014-172",2,"Area 27"
"1706","620-2011-186",2,"Area 27"
"1707","620-2012-181",4,"Area 27"
"1708","620-2011-158",3,"Area 27"
"1709","620-2012-166",3,"Area 27"
"1710","620-2013-180",4,"Area 27"
"1711","620-2014-188",2,"Area 27"
"1712","620-2013-149",1,"Area 27"
"1713","620-2014-160",2,"Area 27"
"1714","620-2013-166",3,"Area 27"
"1715","620-2011-165",2,"Area 27"
"1716","620-2012-151",3,"Area 27"
"1717","621-2012-182",5,"Area 27"
"1718","621-2012-166",3,"Area 27"
"1719","621-2013-166",3,"Area 27"
"1720","621-2014-171",5,"Area 27"
"1721","621-2011-165",2,"Area 27"
"1722","621-2011-186",2,"Area 27"
"1723","621-2014-188",5,"Area 27"
"1724","621-2013-180",4,"Area 27"
"1725","621-2013-149",3,"Area 27"
"1726","621-2014-162",2,"Area 27"
"1727","621-2012-151",4,"Area 27"
"1728","621-2011-158",0,"Area 27"
"1729","621-2014-172",4,"Area 27"
"1730","622-2011-186",0,"Area 27"
"1731","622-2013-166",3,"Area 27"
"1732","622-2011-158",3,"Area 27"
"1733","622-2012-182",2,"Area 27"
"1734","622-2012-151",2,"Area 27"
"1735","622-2013-149",2,"Area 27"
"1736","622-2011-165",2,"Area 27"
"1737","622-2012-171",3,"Area 27"
"1738","622-2013-180",3,"Area 27"
"1739","622-2014-188",5,"Area 27"
"1740","622-2014-162",4,"Area 27"
"1741","622-2014-171",4,"Area 27"
"1742","622-2014-172",5,"Area 27"
"1743","623-2014-172",3,"Area 27"
"1744","623-2011-186",2,"Area 27"
"1745","623-2014-188",5,"Area 27"
"1746","623-2012-182",4,"Area 27"
"1747","623-2011-158",2,"Area 27"
"1748","623-2013-166",4,"Area 27"
"1749","623-2013-149",1,"Area 27"
"1750","623-2014-171",5,"Area 27"
"1751","623-2013-180",4,"Area 27"
"1752","623-2012-171",6,"Area 27"
"1753","623-2012-151",3,"Area 27"
"1754","623-2014-162",4,"Area 27"
"1755","623-2011-165",2,"Area 27"
"1756","624-2013-166",3,"Area 27"
"1757","624-2012-166",3,"Area 27"
"1758","624-2012-182",4,"Area 27"
"1759","624-2014-171",3,"Area 27"
"1760","624-2014-172",4,"Area 27"
"1761","624-2011-165",3,"Area 27"
"1762","624-2013-149",4,"Area 27"
"1763","624-2011-158",2,"Area 27"
"1764","624-2013-180",3,"Area 27"
"1765","624-2011-186",2,"Area 27"
"1766","624-2014-188",5,"Area 27"
"1767","624-2012-151",3,"Area 27"
"1768","624-2014-160",2,"Area 27"
"1769","625-2011-158",1,"Area 27"
"1770","625-2013-166",2,"Area 27"
"1771","625-2014-171",3,"Area 27"
"1772","625-2012-181",2,"Area 27"
"1773","625-2014-160",2,"Area 27"
"1774","625-2014-172",3,"Area 27"
"1775","625-2012-166",3,"Area 27"
"1776","625-2012-151",2,"Area 27"
"1777","625-2011-186",2,"Area 27"
"1778","625-2013-149",2,"Area 27"
"1779","625-2014-188",4,"Area 27"
"1780","625-2011-165",1,"Area 27"
"1781","625-2013-180",4,"Area 27"
"1782","626-2012-181",2,"Area 27"
"1783","626-2014-171",3,"Area 27"
"1784","626-2011-165",2,"Area 27"
"1785","626-2011-158",0,"Area 27"
"1786","626-2014-172",3,"Area 27"
"1787","626-2014-188",3,"Area 27"
"1788","626-2012-151",5,"Area 27"
"1789","626-2013-166",5,"Area 27"
"1790","626-2011-186",4,"Area 27"
"1791","626-2013-149",3,"Area 27"
"1792","626-2012-166",3,"Area 27"
"1793","626-2014-160",2,"Area 27"
"1794","626-2013-180",3,"Area 27"
"1795","627-2011-186",3,"Area 27"
"1796","627-2014-172",4,"Area 27"
"1797","627-2014-188",3,"Area 27"
"1798","627-2014-162",3,"Area 27"
"1799","627-2013-180",3,"Area 27"
"1800","627-2013-149",1,"Area 27"
"1801","627-2011-165",2,"Area 27"
"1802","627-2013-166",3,"Area 27"
"1803","627-2012-182",2,"Area 27"
"1804","627-2011-158",2,"Area 27"
"1805","627-2012-151",3,"Area 27"
"1806","627-2014-171",3,"Area 27"
"1807","627-2012-171",4,"Area 27"
"1808","628-2014-172",3,"Area 27"
"1809","628-2014-160",1,"Area 27"
"1810","628-2014-171",2,"Area 27"
"1811","628-2012-182",1,"Area 27"
"1812","628-2011-158",0,"Area 27"
"1813","628-2013-149",1,"Area 27"
"1814","628-2011-165",2,"Area 27"
"1815","628-2013-166",2,"Area 27"
"1816","628-2011-186",2,"Area 27"
"1817","628-2014-188",3,"Area 27"
"1818","628-2012-151",2,"Area 27"
"1819","628-2012-171",2,"Area 27"
"1820","628-2013-180",3,"Area 27"
"1821","629-2011-181",0,"Area 41"
"1822","629-2014-182",0,"Area 41"
"1823","629-2013-149",0,"Area 41"
"1824","629-2011-153",0,"Area 41"
"1825","629-2013-180",0,"Area 41"
"1826","629-2014-157",0,"Area 41"
"1827","629-2014-167",2,"Area 41"
"1828","629-2012-185",2,"Area 41"
"1829","629-2012-166",0,"Area 41"
"1830","629-2014-169",0,"Area 41"
"1831","629-2013-166",0,"Area 41"
"1832","629-2011-171",1,"Area 41"
"1833","629-2012-151",0,"Area 41"
"1834","630-2013-149",0,"Area 41"
"1835","630-2014-169",0,"Area 41"
"1836","630-2014-157",1,"Area 41"
"1837","630-2012-151",0,"Area 41"
"1838","630-2014-182",0,"Area 41"
"1839","630-2011-153",0,"Area 41"
"1840","630-2012-166",0,"Area 41"
"1841","630-2014-167",0,"Area 41"
"1842","630-2012-185",0,"Area 41"
"1843","630-2013-166",0,"Area 41"
"1844","630-2011-171",0,"Area 41"
"1845","630-2013-180",1,"Area 41"
"1846","630-2011-181",0,"Area 41"
"1847","631-2014-167",1,"Area 41"
"1848","631-2013-149",0,"Area 41"
"1849","631-2013-166",2,"Area 41"
"1850","631-2012-151",1,"Area 41"
"1851","631-2014-169",1,"Area 41"
"1852","631-2014-182",0,"Area 41"
"1853","631-2011-153",0,"Area 41"
"1854","631-2011-171",0,"Area 41"
"1855","631-2014-157",2,"Area 41"
"1856","631-2011-181",0,"Area 41"
"1857","631-2012-185",0,"Area 41"
"1858","631-2012-166",1,"Area 41"
"1859","631-2013-180",2,"Area 41"
"1860","632-2014-167",1,"Area 41"
"1861","632-2014-169",0,"Area 41"
"1862","632-2013-166",0,"Area 41"
"1863","632-2011-170",0,"Area 41"
"1864","632-2014-182",0,"Area 41"
"1865","632-2013-149",1,"Area 41"
"1866","632-2011-153",0,"Area 41"
"1867","632-2012-166",0,"Area 41"
"1868","632-2012-152",1,"Area 41"
"1869","632-2011-181",2,"Area 41"
"1870","632-2012-185",2,"Area 41"
"1871","632-2014-157",0,"Area 41"
"1872","632-2013-180",1,"Area 41"
"1873","633-2011-153",1,"Area 41"
"1874","633-2014-167",2,"Area 41"
"1875","633-2012-166",1,"Area 41"
"1876","633-2014-157",2,"Area 41"
"1877","633-2013-166",1,"Area 41"
"1878","633-2011-170",0,"Area 41"
"1879","633-2013-149",0,"Area 41"
"1880","633-2012-152",1,"Area 41"
"1881","633-2011-181",1,"Area 41"
"1882","633-2014-169",1,"Area 41"
"1883","633-2012-185",2,"Area 41"
"1884","633-2013-180",0,"Area 41"
"1885","633-2014-182",1,"Area 41"
"1886","634-2011-153",1,"Area 41"
"1887","634-2012-185",4,"Area 41"
"1888","634-2014-167",1,"Area 41"
"1889","634-2012-166",4,"Area 41"
"1890","634-2013-166",2,"Area 41"
"1891","634-2011-170",1,"Area 41"
"1892","634-2012-152",3,"Area 41"
"1893","634-2011-181",1,"Area 41"
"1894","634-2014-169",4,"Area 41"
"1895","634-2014-182",3,"Area 41"
"1896","634-2013-180",3,"Area 41"
"1897","634-2014-157",1,"Area 41"
"1898","634-2013-149",1,"Area 41"
"1899","635-2012-185",3,"Area 41"
"1900","635-2013-180",7,"Area 41"
"1901","635-2011-153",3,"Area 41"
"1902","635-2014-167",3,"Area 41"
"1903","635-2012-151",4,"Area 41"
"1904","635-2014-182",5,"Area 41"
"1905","635-2012-166",4,"Area 41"
"1906","635-2011-170",2,"Area 41"
"1907","635-2014-169",6,"Area 41"
"1908","635-2013-149",2,"Area 41"
"1909","635-2011-181",1,"Area 41"
"1910","635-2013-166",4,"Area 41"
"1911","635-2014-157",2,"Area 41"
"1912","636-2011-153",1,"Area 41"
"1913","636-2011-181",1,"Area 41"
"1914","636-2012-185",3,"Area 41"
"1915","636-2014-182",3,"Area 41"
"1916","636-2012-166",3,"Area 41"
