"","X.1","X","point","date","year","observer","time","temp","wind","cloud","julian"
"2202",6030,11278,636,"2011-06-30",2011,"CAB",401,62,0,25,181
"2203",6031,11280,636,"2012-07-03",2012,"CAB",411,75,0,0,185
"2204",6032,11281,636,"2013-06-29",2013,"LMG",386,70,1,100,180
"2205",6033,11282,636,"2011-06-20",2011,"SLD",425,75,1,100,171
"2206",6034,11283,636,"2014-06-16",2014,"JJV",505,73,1,20,167
"2207",6035,11286,636,"2013-05-29",2013,"CLL",500,73,2,50,149
"2208",6036,11288,636,"2014-06-06",2014,"MAV",536,63,2,0,157
"2209",6037,11289,636,"2014-06-18",2014,"MAV",456,71,0,10,169
"2210",6038,11290,636,"2012-06-14",2012,"BSS",439,60,1,0,166
"2211",6039,11291,636,"2014-07-01",2014,"MAV",467,66,3,10,182
"2212",6040,11292,636,"2011-06-02",2011,"CLS",438,75,1,20,153
"2213",6041,11295,636,"2013-06-15",2013,"JDS",361,62,0,40,166
"2214",6042,11296,636,"2012-05-30",2012,"MAV",576,67,1,0,151
"2215",6043,11298,637,"2012-06-14",2012,"CAB",429,60,1,0,166
"2216",6044,11300,637,"2011-06-30",2011,"CAB",416,62,0,25,181
"2217",6045,11302,637,"2013-06-29",2013,"LMG",370,70,0,100,180
"2218",6046,11303,637,"2011-06-19",2011,"SLD",499,68,1,100,170
"2219",6047,11305,637,"2012-07-03",2012,"AEB",438,74,1,30,185
"2220",6048,11307,637,"2014-06-16",2014,"JJV",384,67,0,60,167
"2221",6049,11310,637,"2013-05-29",2013,"CLL",449,72,1,60,149
"2222",6050,11311,637,"2014-06-06",2014,"MAV",555,65,3,0,157
"2223",6051,11312,637,"2014-06-18",2014,"MAV",437,71,1,0,169
"2224",6052,11314,637,"2014-07-01",2014,"MAV",450,66,3,10,182
"2225",6053,11315,637,"2011-06-02",2011,"CLS",461,75,1,30,153
"2226",6054,11317,637,"2013-06-15",2013,"JDS",420,64,0,30,166
"2227",6055,11318,637,"2012-05-30",2012,"MAV",560,67,1,0,151
"2228",6056,11319,638,"2012-06-14",2012,"CAB",447,60,1,0,166
"2229",6057,11320,638,"2011-06-30",2011,"CAB",432,64,0,25,181
"2230",6058,11322,638,"2013-06-18",2013,"LMG",415,66,1,100,169
"2231",6059,11324,638,"2011-06-19",2011,"SLD",482,68,1,100,170
"2232",6060,11325,638,"2012-07-03",2012,"AEB",416,73,1,60,185
"2233",6061,11329,638,"2014-06-16",2014,"JJV",398,69,0,50,167
"2234",6062,11333,638,"2014-06-06",2014,"MAV",580,65,3,0,157
"2235",6063,11335,638,"2014-06-18",2014,"MAV",420,71,1,20,169
"2236",6064,11337,638,"2014-07-01",2014,"MAV",429,65,3,10,182
"2237",6065,11339,638,"2013-05-31",2013,"JDS",502,73,4,100,151
"2238",6066,11342,638,"2011-06-02",2011,"CLS",483,75,1,30,153
"2239",6067,11344,638,"2012-05-31",2012,"MAV",419,65,0,0,152
"2240",6068,11345,638,"2013-07-09",2013,"RRU",479,76,1,100,190
"2241",6069,11346,639,"2011-06-30",2011,"CAB",489,68,0,0,181
"2242",6070,11347,639,"2012-07-03",2012,"CAB",436,76,0,0,185
"2243",6071,11348,639,"2013-06-18",2013,"LMG",434,67,0,100,169
"2244",6072,11350,639,"2011-06-20",2011,"SLD",445,75,1,100,171
"2245",6073,11351,639,"2014-06-16",2014,"JJV",465,70,0,40,167
"2246",6074,11354,639,"2014-06-06",2014,"MAV",600,67,3,0,157
"2247",6075,11356,639,"2014-06-18",2014,"MAV",403,70,0,30,169
"2248",6076,11358,639,"2012-06-14",2012,"BSS",422,60,1,0,166
"2249",6077,11360,639,"2014-07-01",2014,"MAV",410,65,3,20,182
"2250",6078,11361,639,"2013-05-31",2013,"JDS",485,72,3,90,151
"2251",6079,11364,639,"2011-06-02",2011,"CLS",416,75,1,10,153
"2252",6080,11366,639,"2012-05-31",2012,"MAV",439,65,1,0,152
"2253",6081,11367,639,"2013-07-09",2013,"RRU",503,73,2,100,190
"2254",6091,11387,640,"2011-06-30",2011,"CAB",510,70,0,0,181
"2255",6092,11388,640,"2012-07-03",2012,"CAB",487,76,0,0,185
"2256",6093,11389,640,"2013-06-18",2013,"LMG",452,68,1,100,169
"2257",6094,11390,640,"2011-06-19",2011,"SLD",425,65,1,100,170
"2258",6095,11392,640,"2014-06-16",2014,"JJV",484,71,0,50,167
"2259",6096,11394,640,"2014-06-06",2014,"MAV",615,67,2,0,157
"2260",6097,11395,640,"2014-06-18",2014,"MAV",384,70,0,30,169
"2261",6098,11396,640,"2012-06-14",2012,"BSS",382,59,1,0,166
"2262",6099,11398,640,"2014-07-01",2014,"MAV",392,65,2,30,182
"2263",6100,11399,640,"2013-05-31",2013,"JDS",468,72,4,90,151
"2264",6101,11403,640,"2011-06-02",2011,"CLS",393,75,1,10,153
"2265",6102,11405,640,"2012-05-31",2012,"MAV",462,64,1,0,152
"2266",6103,11407,640,"2013-07-09",2013,"RRU",520,73,1,100,190
"2267",6104,11408,641,"2012-06-14",2012,"CAB",447,60,1,0,166
"2268",6105,11409,641,"2011-06-30",2011,"CAB",449,66,0,0,181
"2269",6106,11410,641,"2013-06-18",2013,"LMG",396,65,0,100,169
"2270",6107,11411,641,"2011-06-19",2011,"SLD",465,68,1,100,170
"2271",6108,11414,641,"2012-07-03",2012,"AEB",390,72,0,60,185
"2272",6109,11417,641,"2014-06-16",2014,"JJV",426,69,0,60,167
"2273",6110,11421,641,"2014-06-07",2014,"MAV",415,55,0,20,158
"2274",6111,11423,641,"2014-06-18",2014,"MAV",488,71,2,20,169
"2275",6112,11424,641,"2014-07-01",2014,"MAV",493,76,3,40,182
"2276",6113,11426,641,"2013-05-31",2013,"JDS",522,73,4,90,151
"2277",6114,11429,641,"2011-06-02",2011,"CLS",502,75,1,40,153
"2278",6115,11430,641,"2012-05-31",2012,"MAV",491,67,2,0,152
"2279",6116,11431,641,"2013-07-09",2013,"RRU",463,76,0,80,190
"2280",6117,11433,642,"2011-06-30",2011,"CAB",467,66,0,0,181
"2281",6118,11434,642,"2012-07-03",2012,"CAB",459,76,0,0,185
"2282",6119,11435,642,"2013-06-18",2013,"LMG",376,65,0,100,169
"2283",6120,11437,642,"2011-06-19",2011,"SLD",448,69,1,100,170
"2284",6121,11438,642,"2014-06-16",2014,"JJV",446,70,0,50,167
"2285",6122,11441,642,"2014-06-07",2014,"MAV",397,55,0,20,158
"2286",6123,11442,642,"2014-06-18",2014,"MAV",504,74,0,20,169
"2287",6124,11443,642,"2012-06-14",2012,"BSS",402,60,1,0,166
"2288",6125,11445,642,"2014-07-01",2014,"MAV",512,76,3,40,182
"2289",6126,11446,642,"2013-05-31",2013,"JDS",540,74,4,70,151
"2290",6127,11448,642,"2011-06-02",2011,"CLS",525,75,1,40,153
"2291",6128,11451,642,"2012-05-31",2012,"MAV",512,67,2,0,152
"2292",6129,11453,642,"2013-07-09",2013,"RRU",445,75,1,90,190
"2293",6130,11455,643,"2011-07-05",2011,"CAB",383,72,0,100,186
"2294",6131,11456,643,"2012-06-30",2012,"CAB",372,68,0,70,182
"2295",6132,11457,643,"2011-06-07",2011,"SLD",385,72,0,0,158
"2296",6133,11458,643,"2014-06-21",2014,"JDS",403,72,2,90,172
"2297",6134,11461,643,"2014-07-07",2014,"JDS",418,67,2,30,188
"2298",6135,11462,643,"2014-06-09",2014,"MAV",587,65,0,100,160
"2299",6136,11463,643,"2014-06-20",2014,"MAV",522,71,1,50,171
"2300",6137,11464,643,"2012-06-19",2012,"BSS",440,74,1,0,171
"2301",6138,11465,643,"2013-06-29",2013,"CLL",363,68,0,20,180
"2302",6139,11466,643,"2013-05-29",2013,"JDS",364,70,0,50,149
"2303",6140,11467,643,"2011-06-14",2011,"CLS",588,75,1,80,165
"2304",6141,11471,643,"2012-05-30",2012,"MAV",368,65,0,0,151
"2305",6142,11472,643,"2013-06-15",2013,"RRU",526,68,0,0,166
"2306",6143,11473,644,"2012-06-02",2012,"CAB",492,54,2,0,154
"2307",6144,11474,644,"2011-06-17",2011,"CAB",490,70,2,80,168
"2308",6145,11475,644,"2013-06-17",2013,"LMG",494,65,0,100,168
"2309",6146,11476,644,"2014-06-22",2014,"JDS",520,71,3,60,173
"2310",6147,11478,644,"2011-07-12",2011,"SLD",387,87,0,100,193
"2311",6148,11479,644,"2014-06-04",2014,"MAV",379,68,0,100,155
"2312",6149,11480,644,"2012-06-18",2012,"BSS",449,72,3,10,170
"2313",6150,11481,644,"2014-06-24",2014,"MAV",517,65,3,80,175
"2314",6151,11482,644,"2014-07-09",2014,"MAV",503,65,2,0,190
"2315",6152,11483,644,"2011-06-06",2011,"CLS",432,74,1,30,157
"2316",6153,11484,644,"2013-07-02",2013,"JDS",402,65,2,100,183
"2317",6154,11485,644,"2013-05-30",2013,"RRU",349,68,2,40,150
"2318",6155,11486,644,"2012-06-29",2012,"MAV",480,70,1,0,181
"2319",6156,11487,645,"2012-06-02",2012,"CAB",474,54,1,0,154
"2320",6157,11489,645,"2011-06-17",2011,"CAB",510,70,2,80,168
"2321",6158,11490,645,"2013-06-17",2013,"LMG",476,65,0,100,168
"2322",6159,11491,645,"2014-06-22",2014,"JDS",497,70,3,40,173
"2323",6160,11492,645,"2011-07-12",2011,"SLD",408,88,0,50,193
"2324",6161,11493,645,"2014-06-04",2014,"MAV",398,68,0,100,155
"2325",6162,11495,645,"2012-06-18",2012,"BSS",465,72,2,10,170
"2326",6163,11496,645,"2014-06-24",2014,"MAV",501,65,3,80,175
"2327",6164,11497,645,"2014-07-09",2014,"MAV",487,65,0,0,190
"2328",6165,11499,645,"2011-06-06",2011,"CLS",408,74,1,40,157
"2329",6166,11502,645,"2013-07-02",2013,"JDS",383,65,2,100,183
"2330",6167,11503,645,"2013-05-30",2013,"RRU",371,68,2,30,150
"2331",6168,11504,645,"2012-06-29",2012,"MAV",459,70,1,0,181
"2332",6169,11505,646,"2012-06-02",2012,"CAB",457,54,0,0,154
"2333",6170,11506,646,"2011-06-17",2011,"CAB",526,72,2,50,168
"2334",6171,11507,646,"2013-06-17",2013,"LMG",457,66,0,100,168
"2335",6172,11508,646,"2014-06-22",2014,"JDS",477,69,3,30,173
"2336",6173,11509,646,"2011-07-12",2011,"SLD",428,88,0,50,193
"2337",6174,11510,646,"2014-06-04",2014,"MAV",416,68,2,100,155
"2338",6175,11512,646,"2012-06-18",2012,"BSS",480,74,2,10,170
"2339",6176,11514,646,"2014-06-24",2014,"MAV",393,64,2,70,175
"2340",6177,11515,646,"2014-07-09",2014,"MAV",396,65,0,50,190
"2341",6178,11516,646,"2011-06-06",2011,"CLS",386,72,1,60,157
"2342",6179,11517,646,"2013-07-02",2013,"JDS",367,64,1,90,183
"2343",6180,11518,646,"2013-05-30",2013,"RRU",395,70,1,60,150
"2344",6181,11519,646,"2012-06-29",2012,"MAV",360,62,0,0,181
"2345",6182,11520,647,"2012-06-02",2012,"CAB",435,52,0,0,154
"2346",6183,11521,647,"2011-07-12",2011,"CAB",511,82,0,50,193
"2347",6184,11522,647,"2011-06-06",2011,"SLD",445,70,0,0,157
"2348",6185,11523,647,"2013-06-17",2013,"LMG",438,68,0,100,168
"2349",6186,11524,647,"2014-06-22",2014,"JDS",460,69,2,40,173
"2350",6187,11526,647,"2014-06-04",2014,"MAV",434,68,1,100,155
"2351",6188,11528,647,"2012-06-18",2012,"BSS",496,74,4,10,170
"2352",6189,11529,647,"2014-06-24",2014,"MAV",409,65,2,70,175
"2353",6190,11530,647,"2014-07-09",2014,"MAV",413,65,0,30,190
"2354",6191,11531,647,"2011-06-17",2011,"CLS",518,68,3,70,168
"2355",6192,11532,647,"2013-07-02",2013,"JDS",456,66,1,90,183
"2356",6193,11533,647,"2013-05-30",2013,"RRU",420,70,0,50,150
"2357",6194,11534,647,"2012-06-29",2012,"MAV",377,65,1,0,181
"2358",6195,11535,648,"2012-06-02",2012,"CAB",369,52,0,0,154
"2359",6196,11536,648,"2011-07-12",2011,"CAB",519,82,0,0,193
"2360",6197,11537,648,"2011-06-06",2011,"SLD",461,68,1,0,157
"2361",6198,11538,648,"2013-06-17",2013,"LMG",366,65,0,100,168
"2362",6199,11540,648,"2014-06-22",2014,"JDS",443,69,2,40,173
"2363",6200,11541,648,"2014-06-04",2014,"MAV",452,69,1,100,155
"2364",6201,11543,648,"2012-06-18",2012,"BSS",558,77,3,0,170
"2365",6202,11544,648,"2014-06-24",2014,"MAV",463,65,3,100,175
"2366",6203,11545,648,"2014-07-09",2014,"MAV",469,65,0,10,190
"2367",6204,11546,648,"2011-06-17",2011,"CLS",497,68,3,70,168
"2368",6205,11548,648,"2013-07-02",2013,"JDS",437,66,2,100,183
"2369",6206,11551,648,"2013-05-30",2013,"RRU",485,70,2,0,150
"2370",6207,11553,648,"2012-06-29",2012,"MAV",439,67,0,0,181
"2371",6208,11554,649,"2012-06-02",2012,"CAB",350,52,0,0,154
"2372",6209,11555,649,"2011-06-17",2011,"CAB",472,67,0,50,168
"2373",6210,11556,649,"2013-06-17",2013,"LMG",346,65,0,100,168
"2374",6211,11557,649,"2014-06-22",2014,"JDS",426,68,3,60,173
"2375",6212,11559,649,"2011-07-12",2011,"SLD",453,88,0,100,193
"2376",6213,11560,649,"2014-06-04",2014,"MAV",470,69,1,100,155
"2377",6214,11561,649,"2012-06-18",2012,"BSS",574,78,3,0,170
"2378",6215,11562,649,"2014-06-24",2014,"MAV",534,65,3,80,175
"2379",6216,11563,649,"2014-07-09",2014,"MAV",522,66,2,0,190
"2380",6217,11564,649,"2011-06-06",2011,"CLS",473,75,1,30,157
"2381",6218,11566,649,"2013-07-02",2013,"JDS",419,65,2,100,183
"2382",6219,11567,649,"2013-05-30",2013,"RRU",504,73,2,0,150
"2383",6220,11568,649,"2012-06-29",2012,"MAV",500,72,1,0,181
"2384",6230,11586,650,"2011-06-17",2011,"CAB",451,67,0,50,168
"2385",6231,11587,650,"2012-06-18",2012,"CAB",599,72,2,0,170
"2386",6232,11588,650,"2013-05-30",2013,"LMG",350,70,1,40,150
"2387",6233,11589,650,"2014-06-24",2014,"JDS",526,72,3,90,175
"2388",6234,11593,650,"2014-07-09",2014,"JDS",514,68,1,10,190
"2389",6235,11596,650,"2011-07-12",2011,"SLD",474,90,0,100,193
"2390",6236,11597,650,"2014-06-04",2014,"MAV",486,70,2,100,155
"2391",6237,11599,650,"2014-06-22",2014,"MAV",500,70,3,20,173
"2392",6238,11600,650,"2013-07-02",2013,"CLL",407,71,2,90,183
"2393",6239,11602,650,"2012-06-29",2012,"BSS",473,85,0,0,181
"2394",6240,11603,650,"2011-06-06",2011,"CLS",474,75,1,30,157
"2395",6241,11604,650,"2012-06-02",2012,"MAV",355,50,0,0,154
"2396",6242,11605,650,"2013-06-18",2013,"RRU",498,72,0,70,169
"2397",6243,11606,651,"2012-06-02",2012,"CAB",391,52,0,0,154
"2398",6244,11608,651,"2011-07-12",2011,"CAB",534,82,0,0,193
"2399",6245,11609,651,"2011-06-06",2011,"SLD",487,68,0,0,157
"2400",6246,11610,651,"2013-06-17",2013,"LMG",389,68,0,100,168
"2401",6247,11612,651,"2014-06-22",2014,"JDS",408,68,1,60,173
"2402",6248,11614,651,"2014-06-04",2014,"MAV",508,70,1,100,155
"2403",6249,11615,651,"2012-06-18",2012,"BSS",540,76,2,10,170
"2404",6250,11617,651,"2014-06-24",2014,"MAV",446,65,3,100,175
"2405",6251,11619,651,"2014-07-09",2014,"MAV",449,65,0,10,190
"2406",6252,11620,651,"2011-06-17",2011,"CLS",470,68,1,70,168
"2407",6253,11622,651,"2013-07-02",2013,"JDS",498,68,2,90,183
"2408",6254,11624,651,"2013-05-30",2013,"RRU",465,71,2,0,150
"2409",6255,11625,651,"2012-06-29",2012,"MAV",417,65,1,0,181
"2410",6256,11626,652,"2012-06-02",2012,"CAB",414,52,0,0,154
"2411",6257,11627,652,"2011-07-12",2011,"CAB",481,82,0,50,193
"2412",6258,11628,652,"2011-06-06",2011,"SLD",426,70,0,0,157
"2413",6259,11629,652,"2013-06-17",2013,"LMG",416,67,0,100,168
"2414",6260,11630,652,"2014-06-22",2014,"JDS",391,68,1,70,173
"2415",6261,11633,652,"2014-06-04",2014,"MAV",526,70,2,100,155
"2416",6262,11635,652,"2012-06-18",2012,"BSS",524,76,3,10,170
"2417",6263,11636,652,"2014-06-24",2014,"MAV",429,65,2,100,175
"2418",6264,11637,652,"2014-07-09",2014,"MAV",431,65,0,30,190
"2419",6265,11638,652,"2011-06-17",2011,"CLS",538,68,3,20,168
"2420",6266,11639,652,"2013-07-02",2013,"JDS",477,67,1,100,183
"2421",6267,11640,652,"2013-05-30",2013,"RRU",443,70,2,20,150
"2422",6268,11641,652,"2012-06-29",2012,"MAV",398,65,0,0,181
