"","X.1","X","point","date","year","observer","time","temp","wind","cloud","julian"
"1835",5636,10592,607,"2013-06-17",2013,"JDS",494,67,0,10,168
"1836",5637,10595,607,"2011-07-06",2011,"CLS",511,75,1,10,187
"1837",5638,10598,607,"2013-07-01",2013,"RRU",464,68,2,100,182
"1838",5639,10600,608,"2011-05-30",2011,"CAB",480,73,0,0,150
"1839",5640,10601,608,"2012-07-02",2012,"CAB",416,68,0,20,184
"1840",5641,10603,608,"2013-07-01",2013,"LMG",496,74,1,80,182
"1841",5642,10604,608,"2011-07-06",2011,"SLD",492,70,1,20,187
"1842",5643,10606,608,"2014-06-19",2014,"JJV",474,73,0,30,170
"1843",5644,10610,608,"2014-07-04",2014,"JJV",469,54,0,0,185
"1844",5645,10613,608,"2014-06-03",2014,"MAV",423,70,3,100,154
"1845",5646,10616,608,"2012-05-31",2012,"BSS",492,63,1,0,152
"1846",5647,10620,608,"2014-06-17",2014,"MAV",544,70,3,20,168
"1847",5648,10622,608,"2013-05-30",2013,"JDS",501,71,2,0,150
"1848",5649,10625,608,"2011-06-13",2011,"CLS",452,70,1,50,164
"1849",5650,10628,608,"2013-06-17",2013,"RRU",415,67,0,100,168
"1850",5651,10630,608,"2012-06-16",2012,"MAV",402,60,1,0,168
"1851",5652,10632,609,"2011-05-30",2011,"CAB",460,73,0,0,150
"1852",5653,10633,609,"2012-05-31",2012,"CAB",490,58,2,0,152
"1853",5654,10634,609,"2012-07-02",2012,"AEB",493,69,0,10,184
"1854",5655,10636,609,"2011-07-06",2011,"SLD",475,68,1,20,187
"1855",5656,10637,609,"2014-06-19",2014,"JJV",434,73,0,40,170
"1856",5657,10638,609,"2014-07-04",2014,"JJV",433,54,0,0,185
"1857",5658,10643,609,"2013-05-30",2013,"CLL",436,72,1,10,150
"1858",5659,10645,609,"2014-06-03",2014,"MAV",480,71,3,100,154
"1859",5660,10647,609,"2014-06-17",2014,"MAV",483,68,2,10,168
"1860",5661,10648,609,"2012-06-16",2012,"BSS",402,70,0,0,168
"1861",5662,10649,609,"2011-06-13",2011,"CLS",477,70,1,80,164
"1862",5663,10652,609,"2013-06-17",2013,"JDS",457,66,0,30,168
"1863",5664,10655,609,"2013-07-01",2013,"RRU",501,70,2,100,182
"1864",5674,10675,610,"2012-05-31",2012,"CAB",509,58,2,0,152
"1865",5675,10679,610,"2011-06-13",2011,"CAB",486,63,0,50,164
"1866",5676,10680,610,"2011-05-30",2011,"SLD",470,70,0,0,150
"1867",5677,10682,610,"2012-07-02",2012,"AEB",518,71,0,10,184
"1868",5678,10684,610,"2014-06-19",2014,"JJV",411,73,0,90,170
"1869",5679,10687,610,"2014-07-04",2014,"JJV",416,54,0,20,185
"1870",5680,10690,610,"2013-05-30",2013,"CLL",417,72,0,10,150
"1871",5681,10694,610,"2014-06-03",2014,"MAV",495,71,3,100,154
"1872",5682,10696,610,"2014-06-17",2014,"MAV",465,68,0,30,168
"1873",5683,10699,610,"2012-06-16",2012,"BSS",379,70,1,0,168
"1874",5684,10702,610,"2013-06-17",2013,"JDS",475,67,0,20,168
"1875",5685,10706,610,"2011-07-06",2011,"CLS",491,75,1,10,187
"1876",5686,10708,610,"2013-07-01",2013,"RRU",485,70,1,100,182
"1877",5687,10710,611,"2012-05-31",2012,"CAB",383,56,0,0,152
"1878",5688,10712,611,"2011-06-13",2011,"CAB",505,63,0,60,164
"1879",5689,10713,611,"2011-05-30",2011,"SLD",452,70,0,0,150
"1880",5690,10715,611,"2012-07-02",2012,"AEB",388,68,1,50,184
"1881",5691,10717,611,"2014-06-19",2014,"JJV",392,73,0,90,170
"1882",5692,10721,611,"2014-07-04",2014,"JJV",399,57,1,30,185
"1883",5693,10724,611,"2014-06-03",2014,"MAV",514,72,3,100,154
"1884",5694,10726,611,"2013-05-30",2013,"CLL",528,74,3,0,150
"1885",5695,10728,611,"2014-06-17",2014,"MAV",448,68,1,40,168
"1886",5696,10730,611,"2012-06-16",2012,"BSS",488,72,2,0,168
"1887",5697,10731,611,"2013-06-17",2013,"JDS",367,64,0,70,168
"1888",5698,10733,611,"2011-07-06",2011,"CLS",472,75,1,10,187
"1889",5699,10734,611,"2013-07-01",2013,"RRU",427,68,2,100,182
"1890",5700,10736,612,"2011-05-30",2011,"CAB",395,70,0,0,150
"1891",5701,10737,612,"2012-05-31",2012,"CAB",402,56,0,0,152
"1892",5702,10739,612,"2012-07-02",2012,"AEB",409,68,0,30,184
"1893",5703,10740,612,"2011-07-06",2011,"SLD",417,65,1,60,187
"1894",5704,10743,612,"2014-06-19",2014,"JJV",591,77,0,40,170
"1895",5705,10745,612,"2014-07-04",2014,"JJV",557,60,0,0,185
"1896",5706,10748,612,"2014-06-03",2014,"MAV",532,72,3,100,154
"1897",5707,10750,612,"2013-05-30",2013,"CLL",514,73,2,0,150
"1898",5708,10752,612,"2014-06-17",2014,"MAV",433,67,0,50,168
"1899",5709,10754,612,"2012-06-16",2012,"BSS",473,70,1,0,168
"1900",5710,10756,612,"2011-06-13",2011,"CLS",530,70,2,70,164
"1901",5711,10759,612,"2013-06-17",2013,"JDS",383,64,0,70,168
"1902",5712,10761,612,"2013-07-01",2013,"RRU",412,67,2,100,182
"1903",5713,10763,613,"2011-05-30",2011,"CAB",420,70,0,0,150
"1904",5714,10764,613,"2012-05-31",2012,"CAB",420,57,0,0,152
"1905",5715,10767,613,"2012-07-02",2012,"AEB",428,68,0,30,184
"1906",5716,10770,613,"2011-07-06",2011,"SLD",433,65,1,60,187
"1907",5717,10771,613,"2014-06-19",2014,"JJV",568,77,0,30,170
"1908",5718,10774,613,"2014-07-04",2014,"JJV",540,59,0,0,185
"1909",5719,10778,613,"2013-05-30",2013,"CLL",496,73,1,0,150
"1910",5720,10780,613,"2014-06-03",2014,"MAV",550,72,3,100,154
"1911",5721,10783,613,"2014-06-17",2014,"MAV",417,67,0,50,168
"1912",5722,10785,613,"2012-06-16",2012,"BSS",451,71,1,0,168
"1913",5723,10789,613,"2011-06-13",2011,"CLS",513,70,1,50,164
"1914",5724,10791,613,"2013-06-17",2013,"JDS",401,65,0,70,168
"1915",5725,10794,613,"2013-07-01",2013,"RRU",394,66,2,100,182
"1916",5726,10796,614,"2011-05-30",2011,"CAB",420,72,0,0,150
"1917",5727,10797,614,"2012-05-31",2012,"CAB",445,57,1,0,152
"1918",5728,10799,614,"2012-07-02",2012,"AEB",447,68,0,10,184
"1919",5729,10802,614,"2011-07-06",2011,"SLD",455,68,0,20,187
"1920",5730,10803,614,"2014-06-19",2014,"JJV",552,76,0,20,170
"1921",5731,10804,614,"2014-07-04",2014,"JJV",523,58,0,0,185
"1922",5732,10805,614,"2013-05-30",2013,"CLL",476,73,2,0,150
"1923",5733,10806,614,"2014-06-03",2014,"MAV",570,72,3,90,154
"1924",5734,10807,614,"2014-06-17",2014,"MAV",400,67,2,50,168
"1925",5735,10810,614,"2012-06-16",2012,"BSS",435,71,1,0,168
"1926",5736,10811,614,"2011-06-13",2011,"CLS",492,70,1,50,164
"1927",5737,10813,614,"2013-06-17",2013,"JDS",420,65,0,30,168
"1928",5738,10816,614,"2013-07-01",2013,"RRU",556,71,2,100,182
"1929",5739,10818,615,"2012-05-30",2012,"CAB",471,72,0,0,151
"1930",5740,10819,615,"2011-07-05",2011,"CAB",555,76,0,0,186
"1931",5741,10820,615,"2012-06-29",2012,"CAB",423,78,0,5,181
"1932",5742,10821,615,"2011-06-07",2011,"SLD",527,77,0,0,158
"1933",5743,10823,615,"2014-06-20",2014,"JDS",421,69,1,90,171
"1934",5744,10826,615,"2014-06-09",2014,"MAV",445,60,0,100,160
"1935",5745,10828,615,"2014-06-21",2014,"MAV",510,70,1,80,172
"1936",5746,10830,615,"2013-06-29",2013,"CLL",507,70,2,50,180
"1937",5747,10832,615,"2014-07-07",2014,"MAV",506,69,3,30,188
"1938",5748,10833,615,"2013-05-29",2013,"JDS",487,74,2,40,149
"1939",5749,10835,615,"2011-06-14",2011,"CLS",428,70,1,70,165
"1940",5750,10837,615,"2013-06-15",2013,"RRU",385,65,0,50,166
"1941",5751,10838,615,"2012-06-14",2012,"MAV",490,65,1,0,166
"1942",5752,10839,616,"2012-05-30",2012,"CAB",449,72,0,0,151
"1943",5753,10842,616,"2011-06-07",2011,"CAB",492,74,0,0,158
"1944",5754,10843,616,"2012-06-29",2012,"CAB",398,76,0,5,181
"1945",5755,10844,616,"2013-06-15",2013,"LMG",390,63,0,100,166
"1946",5756,10846,616,"2014-06-20",2014,"JDS",437,70,1,90,171
"1947",5757,10850,616,"2011-06-14",2011,"SLD",430,59,1,20,165
"1948",5758,10853,616,"2014-06-09",2014,"MAV",422,60,0,100,160
"1949",5759,10855,616,"2014-06-21",2014,"MAV",532,70,2,90,172
"1950",5760,10857,616,"2014-07-07",2014,"MAV",526,69,3,30,188
"1951",5761,10859,616,"2013-06-29",2013,"JDS",424,66,1,10,180
"1952",5762,10861,616,"2011-07-05",2011,"CLS",493,70,0,0,186
"1953",5763,10863,616,"2013-05-29",2013,"RRU",463,70,2,40,149
"1954",5764,10866,616,"2012-06-14",2012,"MAV",464,65,0,0,166
"1955",5765,10869,617,"2012-05-30",2012,"CAB",416,65,0,10,151
"1956",5766,10871,617,"2011-06-07",2011,"CAB",509,74,0,0,158
"1957",5767,10872,617,"2012-06-29",2012,"CAB",373,76,0,5,181
"1958",5768,10873,617,"2013-06-15",2013,"LMG",366,62,0,100,166
"1959",5769,10875,617,"2011-06-14",2011,"SLD",410,59,1,30,165
"1960",5770,10877,617,"2014-06-20",2014,"JDS",453,70,1,90,171
"1961",5771,10880,617,"2014-06-09",2014,"MAV",396,60,0,100,160
"1962",5772,10882,617,"2014-06-21",2014,"MAV",552,70,1,70,172
"1963",5773,10884,617,"2014-07-07",2014,"MAV",546,69,3,30,188
"1964",5774,10886,617,"2013-06-29",2013,"JDS",406,65,2,10,180
"1965",5775,10889,617,"2011-07-05",2011,"CLS",517,72,1,0,186
"1966",5776,10891,617,"2013-05-29",2013,"RRU",488,71,2,80,149
"1967",5777,10892,617,"2012-06-14",2012,"MAV",442,62,1,0,166
"1968",5778,10894,618,"2011-06-07",2011,"CAB",444,72,1,25,158
"1969",5779,10895,618,"2012-06-29",2012,"CAB",496,78,0,0,181
"1970",5780,10896,618,"2013-06-15",2013,"LMG",428,65,0,100,166
"1971",5781,10898,618,"2011-06-14",2011,"SLD",470,61,1,20,165
"1972",5782,10900,618,"2014-06-20",2014,"JDS",505,72,2,80,171
"1973",5783,10904,618,"2012-05-30",2012,"BSS",386,68,1,10,151
"1974",5784,10908,618,"2014-06-09",2014,"MAV",518,61,0,90,160
"1975",5785,10910,618,"2014-06-21",2014,"MAV",440,69,2,100,172
"1976",5786,10912,618,"2014-07-07",2014,"MAV",444,68,2,30,188
"1977",5787,10914,618,"2013-06-29",2013,"JDS",465,67,1,10,180
"1978",5788,10918,618,"2011-07-05",2011,"CLS",449,67,0,0,186
"1979",5789,10920,618,"2013-05-29",2013,"RRU",417,72,1,40,149
"1980",5790,10922,618,"2012-06-14",2012,"MAV",422,60,1,0,166
"1981",5791,10923,619,"2011-06-07",2011,"CAB",469,74,1,25,158
"1982",5792,10924,619,"2012-06-29",2012,"CAB",479,78,0,0,181
"1983",5793,10925,619,"2013-06-15",2013,"LMG",409,65,0,100,166
"1984",5794,10926,619,"2011-06-14",2011,"SLD",450,61,0,20,165
"1985",5795,10929,619,"2014-06-20",2014,"JDS",521,72,1,80,171
"1986",5796,10933,619,"2012-05-30",2012,"BSS",407,69,1,0,151
"1987",5797,10934,619,"2014-06-09",2014,"MAV",501,61,0,90,160
"1988",5798,10937,619,"2014-06-21",2014,"MAV",459,69,2,100,172
"1989",5799,10939,619,"2014-07-07",2014,"MAV",463,68,2,40,188
"1990",5800,10941,619,"2013-06-29",2013,"JDS",447,66,1,10,180
"1991",5801,10943,619,"2011-07-05",2011,"CLS",471,70,0,0,186
"1992",5802,10944,619,"2013-05-29",2013,"RRU",440,71,2,40,149
"1993",5803,10946,619,"2012-06-14",2012,"MAV",577,70,1,0,166
"1994",5813,10971,620,"2011-07-05",2011,"CAB",519,76,0,0,186
"1995",5814,10972,620,"2012-06-29",2012,"CAB",453,78,0,5,181
"1996",5815,10973,620,"2011-06-07",2011,"SLD",503,75,0,0,158
"1997",5816,10974,620,"2014-06-20",2014,"JDS",403,69,1,70,171
"1998",5817,10975,620,"2012-05-30",2012,"BSS",431,70,1,0,151
"1999",5818,10976,620,"2014-06-09",2014,"MAV",474,61,1,90,160
"2000",5819,10977,620,"2014-06-21",2014,"MAV",482,69,0,100,172
"2001",5820,10978,620,"2013-06-29",2013,"CLL",482,69,1,40,180
"2002",5821,10979,620,"2014-07-07",2014,"MAV",482,69,2,40,188
"2003",5822,10981,620,"2013-05-29",2013,"JDS",463,73,2,40,149
"2004",5823,10982,620,"2011-06-14",2011,"CLS",461,70,1,70,165
"2005",5824,10985,620,"2013-06-15",2013,"RRU",408,66,0,50,166
"2006",5825,10986,620,"2012-06-14",2012,"MAV",523,67,1,0,166
"2007",5826,10988,621,"2011-07-05",2011,"CAB",492,76,0,0,186
"2008",5827,10989,621,"2012-06-30",2012,"CAB",469,70,1,0,182
"2009",5828,10990,621,"2011-06-07",2011,"SLD",488,75,0,0,158
"2010",5829,10993,621,"2014-06-21",2014,"JDS",508,72,1,100,172
"2011",5830,10996,621,"2014-07-07",2014,"JDS",511,69,3,70,188
"2012",5831,10999,621,"2012-05-30",2012,"BSS",452,70,1,0,151
"2013",5832,11001,621,"2014-06-11",2014,"MAV",443,67,2,100,162
"2014",5833,11002,621,"2014-06-20",2014,"MAV",434,71,0,40,171
"2015",5834,11003,621,"2013-06-29",2013,"CLL",464,69,1,30,180
"2016",5835,11004,621,"2013-05-29",2013,"JDS",445,73,2,50,149
"2017",5836,11006,621,"2011-06-14",2011,"CLS",481,72,1,50,165
"2018",5837,11008,621,"2013-06-15",2013,"RRU",428,68,0,100,166
"2019",5838,11010,621,"2012-06-14",2012,"MAV",548,66,2,0,166
"2020",5839,11013,622,"2011-07-05",2011,"CAB",471,76,0,50,186
"2021",5840,11014,622,"2012-06-30",2012,"CAB",448,68,1,20,182
"2022",5841,11015,622,"2011-06-07",2011,"SLD",468,75,1,0,158
"2023",5842,11017,622,"2014-06-21",2014,"JDS",478,73,1,90,172
"2024",5843,11018,622,"2014-07-07",2014,"JDS",493,69,3,70,188
"2025",5844,11019,622,"2014-06-11",2014,"MAV",423,67,2,100,162
"2026",5845,11020,622,"2014-06-20",2014,"MAV",417,71,0,50,171
"2027",5846,11021,622,"2012-06-19",2012,"BSS",369,71,0,0,171
"2028",5847,11022,622,"2013-06-29",2013,"CLL",445,69,0,10,180
"2029",5848,11023,622,"2013-05-29",2013,"JDS",429,72,2,70,149
"2030",5849,11024,622,"2011-06-14",2011,"CLS",504,72,1,80,165
"2031",5850,11025,622,"2012-05-30",2012,"MAV",443,64,1,0,151
"2032",5851,11027,622,"2013-06-15",2013,"RRU",447,66,0,100,166
"2033",5852,11029,623,"2011-07-05",2011,"CAB",447,72,0,50,186
"2034",5853,11030,623,"2012-06-30",2012,"CAB",428,68,1,60,182
"2035",5854,11032,623,"2011-06-07",2011,"SLD",447,75,1,0,158
"2036",5855,11034,623,"2014-06-21",2014,"JDS",456,73,1,90,172
"2037",5856,11038,623,"2014-07-07",2014,"JDS",475,68,2,70,188
"2038",5857,11041,623,"2014-06-11",2014,"MAV",404,66,2,90,162
"2039",5858,11043,623,"2014-06-20",2014,"MAV",398,70,0,50,171
"2040",5859,11045,623,"2013-06-29",2013,"CLL",422,68,1,10,180
"2041",5860,11047,623,"2012-06-19",2012,"BSS",388,72,1,0,171
"2042",5861,11050,623,"2013-05-29",2013,"JDS",412,72,2,50,149
"2043",5862,11052,623,"2011-06-14",2011,"CLS",524,72,1,80,165
"2044",5863,11055,623,"2012-05-30",2012,"MAV",423,64,0,0,151
"2045",5864,11058,623,"2013-06-15",2013,"RRU",469,67,0,100,166
"2046",5865,11059,624,"2012-05-30",2012,"CAB",363,62,0,10,151
"2047",5866,11060,624,"2011-06-07",2011,"CAB",389,72,0,25,158
"2048",5867,11061,624,"2012-06-30",2012,"CAB",343,68,0,70,182
"2049",5868,11062,624,"2013-06-15",2013,"LMG",485,65,0,90,166
"2050",5869,11064,624,"2014-06-21",2014,"JDS",385,72,1,70,172
"2051",5870,11066,624,"2011-06-14",2011,"SLD",534,64,1,20,165
"2052",5871,11068,624,"2014-07-07",2014,"JDS",398,66,2,20,188
"2053",5872,11072,624,"2014-06-09",2014,"MAV",570,65,0,100,160
"2054",5873,11073,624,"2014-06-20",2014,"MAV",503,71,2,20,171
"2055",5874,11074,624,"2013-06-29",2013,"JDS",350,64,0,10,180
"2056",5875,11075,624,"2011-07-05",2011,"CLS",388,67,0,10,186
"2057",5876,11076,624,"2013-05-29",2013,"RRU",354,70,0,80,149
"2058",5877,11077,624,"2012-06-14",2012,"MAV",356,57,0,0,166
"2059",5878,11078,625,"2012-05-30",2012,"CAB",383,64,0,10,151
"2060",5879,11079,625,"2011-06-07",2011,"CAB",408,72,0,25,158
"2061",5880,11080,625,"2012-06-29",2012,"CAB",534,78,0,0,181
"2062",5881,11081,625,"2013-06-15",2013,"LMG",467,65,0,90,166
"2063",5882,11082,625,"2014-06-20",2014,"JDS",473,71,2,70,171
"2064",5883,11085,625,"2011-06-14",2011,"SLD",512,62,1,50,165
"2065",5884,11086,625,"2014-06-09",2014,"MAV",552,61,0,100,160
"2066",5885,11088,625,"2014-06-21",2014,"MAV",400,69,2,100,172
"2067",5886,11089,625,"2014-07-07",2014,"MAV",400,67,3,20,188
"2068",5887,11092,625,"2013-06-29",2013,"JDS",369,64,0,10,180
"2069",5888,11094,625,"2011-07-05",2011,"CLS",409,67,0,10,186
"2070",5889,11096,625,"2013-05-29",2013,"RRU",374,70,2,50,149
"2071",5890,11097,625,"2012-06-14",2012,"MAV",380,58,0,0,166
"2072",5891,11099,626,"2011-06-07",2011,"CAB",431,72,0,25,158
"2073",5892,11100,626,"2012-06-29",2012,"CAB",517,78,0,0,181
"2074",5893,11101,626,"2013-06-15",2013,"LMG",445,65,0,90,166
"2075",5894,11102,626,"2014-06-20",2014,"JDS",490,71,2,90,171
"2076",5895,11103,626,"2011-06-14",2011,"SLD",494,62,1,0,165
"2077",5896,11104,626,"2012-05-30",2012,"BSS",368,68,1,0,151
"2078",5897,11105,626,"2014-06-09",2014,"MAV",536,61,2,100,160
"2079",5898,11106,626,"2014-06-21",2014,"MAV",414,69,2,100,172
"2080",5899,11107,626,"2014-07-07",2014,"MAV",424,68,3,30,188
"2081",5900,11108,626,"2013-06-29",2013,"JDS",386,65,1,10,180
"2082",5901,11109,626,"2011-07-05",2011,"CLS",429,67,0,0,186
"2083",5902,11110,626,"2013-05-29",2013,"RRU",385,70,1,60,149
"2084",5903,11111,626,"2012-06-14",2012,"MAV",401,60,0,0,166
"2085",5904,11112,627,"2011-07-05",2011,"CAB",426,72,0,50,186
"2086",5905,11113,627,"2012-06-30",2012,"CAB",407,70,2,80,182
"2087",5906,11114,627,"2011-06-07",2011,"SLD",428,73,0,0,158
"2088",5907,11115,627,"2014-06-21",2014,"JDS",438,72,1,90,172
"2089",5908,11116,627,"2014-07-07",2014,"JDS",457,68,1,60,188
"2090",5909,11117,627,"2014-06-11",2014,"MAV",384,66,3,100,162
"2091",5910,11118,627,"2014-06-20",2014,"MAV",465,71,2,20,171
"2092",5911,11119,627,"2012-06-19",2012,"BSS",406,73,1,0,171
"2093",5912,11120,627,"2013-06-29",2013,"CLL",403,68,1,10,180
"2094",5913,11121,627,"2013-05-29",2013,"JDS",397,71,2,50,149
"2095",5914,11123,627,"2011-06-14",2011,"CLS",543,72,1,80,165
"2096",5915,11125,627,"2012-05-30",2012,"MAV",405,64,0,0,151
"2097",5916,11127,627,"2013-06-15",2013,"RRU",490,69,0,60,166
"2098",5917,11129,628,"2011-07-05",2011,"CAB",408,72,0,70,186
"2099",5918,11130,628,"2012-06-30",2012,"CAB",390,68,2,80,182
"2100",5919,11131,628,"2011-06-07",2011,"SLD",408,72,0,0,158
"2101",5920,11133,628,"2014-06-21",2014,"JDS",421,72,1,90,172
"2102",5921,11134,628,"2014-07-07",2014,"JDS",440,68,2,40,188
"2103",5922,11135,628,"2014-06-09",2014,"MAV",615,65,2,100,160
"2104",5923,11136,628,"2014-06-20",2014,"MAV",483,71,2,20,171
"2105",5924,11137,628,"2012-06-19",2012,"BSS",422,73,1,0,171
"2106",5925,11138,628,"2013-06-29",2013,"CLL",384,68,0,10,180
"2107",5926,11139,628,"2013-05-29",2013,"JDS",381,71,1,50,149
"2108",5927,11140,628,"2011-06-14",2011,"CLS",562,75,1,70,165
"2109",5928,11141,628,"2012-05-30",2012,"MAV",389,64,0,0,151
"2110",5929,11143,628,"2013-06-15",2013,"RRU",506,66,0,0,166
"2111",5930,11144,629,"2011-06-02",2011,"CAB",420,64,0,50,153
"2112",5931,11145,629,"2012-06-14",2012,"CAB",382,54,1,0,166
"2113",5932,11146,629,"2013-06-29",2013,"LMG",519,71,0,10,180
"2114",5933,11147,629,"2011-06-30",2011,"SLD",499,70,0,0,181
"2115",5934,11149,629,"2012-07-03",2012,"AEB",490,75,0,30,185
"2116",5935,11150,629,"2014-06-18",2014,"JJV",460,70,0,10,169
"2117",5936,11153,629,"2014-07-01",2014,"JJV",466,74,3,0,182
"2118",5937,11155,629,"2013-05-29",2013,"CLL",408,71,1,40,149
"2119",5938,11157,629,"2012-05-30",2012,"BSS",556,74,1,0,151
"2120",5939,11158,629,"2014-06-06",2014,"MAV",437,55,1,10,157
"2121",5940,11160,629,"2014-06-16",2014,"MAV",387,65,0,100,167
"2122",5941,11161,629,"2013-06-15",2013,"JDS",460,65,0,30,166
"2123",5942,11164,629,"2011-06-20",2011,"CLS",456,70,1,100,171
"2124",5952,11178,630,"2011-06-02",2011,"CAB",402,62,0,0,153
"2125",5953,11179,630,"2012-06-14",2012,"CAB",369,52,1,0,166
"2126",5954,11180,630,"2013-06-29",2013,"LMG",538,72,0,30,180
"2127",5955,11181,630,"2011-06-30",2011,"SLD",525,70,0,0,181
"2128",5956,11182,630,"2012-07-03",2012,"AEB",512,77,0,10,185
"2129",5957,11183,630,"2014-06-18",2014,"JJV",479,70,0,10,169
"2130",5958,11184,630,"2014-07-01",2014,"JJV",485,75,3,0,182
"2131",5959,11185,630,"2013-05-29",2013,"CLL",388,71,1,30,149
"2132",5960,11186,630,"2012-05-30",2012,"BSS",578,75,1,0,151
"2133",5961,11187,630,"2014-06-06",2014,"MAV",415,55,0,10,157
"2134",5962,11188,630,"2014-06-16",2014,"MAV",518,69,3,40,167
"2135",5963,11189,630,"2013-06-15",2013,"JDS",480,66,0,10,166
"2136",5964,11190,630,"2011-06-20",2011,"CLS",443,70,2,100,171
"2137",5965,11191,631,"2011-06-02",2011,"CAB",386,62,0,0,153
"2138",5966,11192,631,"2012-06-14",2012,"CAB",345,50,0,0,166
"2139",5967,11193,631,"2013-06-29",2013,"LMG",556,72,0,40,180
"2140",5968,11194,631,"2011-06-30",2011,"SLD",547,70,0,0,181
"2141",5969,11195,631,"2012-07-03",2012,"AEB",536,78,1,10,185
"2142",5970,11196,631,"2014-06-18",2014,"JJV",497,74,0,20,169
"2143",5971,11197,631,"2014-07-01",2014,"JJV",503,77,3,30,182
"2144",5972,11198,631,"2013-05-29",2013,"CLL",370,71,1,50,149
"2145",5973,11199,631,"2012-05-30",2012,"BSS",594,76,1,0,151
"2146",5974,11200,631,"2014-06-06",2014,"MAV",392,55,1,20,157
"2147",5975,11202,631,"2014-06-16",2014,"MAV",500,67,0,40,167
"2148",5976,11203,631,"2013-06-15",2013,"JDS",499,66,2,20,166
"2149",5977,11204,631,"2011-06-20",2011,"CLS",423,70,1,100,171
"2150",5978,11205,632,"2011-06-02",2011,"CAB",438,64,0,50,153
"2151",5979,11206,632,"2012-06-14",2012,"CAB",405,56,1,0,166
"2152",5980,11207,632,"2013-06-29",2013,"LMG",504,71,1,10,180
"2153",5981,11208,632,"2011-06-30",2011,"SLD",479,70,1,0,181
"2154",5982,11209,632,"2012-07-03",2012,"AEB",471,74,0,10,185
"2155",5983,11210,632,"2014-06-18",2014,"JJV",440,70,0,10,169
"2156",5984,11211,632,"2014-07-01",2014,"JJV",446,72,2,0,182
"2157",5985,11212,632,"2013-05-29",2013,"CLL",428,72,1,60,149
"2158",5986,11213,632,"2014-06-06",2014,"MAV",455,55,2,0,157
"2159",5987,11214,632,"2014-06-16",2014,"MAV",408,65,0,70,167
"2160",5988,11215,632,"2013-06-15",2013,"JDS",443,64,0,30,166
"2161",5989,11216,632,"2011-06-19",2011,"CLS",487,68,1,100,170
"2162",5990,11217,632,"2012-05-31",2012,"MAV",350,60,0,0,152
"2163",5991,11218,633,"2011-06-02",2011,"CAB",464,65,0,50,153
"2164",5992,11219,633,"2012-07-03",2012,"CAB",393,74,0,0,185
"2165",5993,11220,633,"2013-06-29",2013,"LMG",487,72,0,20,180
"2166",5994,11221,633,"2011-06-30",2011,"SLD",442,68,1,0,181
"2167",5995,11222,633,"2014-06-18",2014,"JJV",422,70,0,10,169
"2168",5996,11223,633,"2014-07-01",2014,"JJV",427,73,2,20,182
"2169",5997,11224,633,"2013-05-29",2013,"CLL",467,73,2,40,149
"2170",5998,11225,633,"2014-06-06",2014,"MAV",479,55,2,0,157
"2171",5999,11226,633,"2014-06-16",2014,"MAV",427,65,1,60,167
"2172",6000,11227,633,"2012-06-14",2012,"BSS",460,60,2,0,166
"2173",6001,11228,633,"2013-06-15",2013,"JDS",396,63,0,30,166
"2174",6002,11229,633,"2011-06-19",2011,"CLS",467,68,1,100,170
"2175",6003,11230,633,"2012-05-31",2012,"MAV",376,62,0,0,152
"2176",6004,11231,634,"2011-06-02",2011,"CAB",480,68,1,50,153
"2177",6005,11232,634,"2012-07-03",2012,"CAB",371,73,0,0,185
"2178",6006,11233,634,"2013-06-29",2013,"LMG",470,71,0,40,180
"2179",6007,11234,634,"2011-06-30",2011,"SLD",423,68,1,0,181
"2180",6008,11235,634,"2014-06-18",2014,"JJV",405,70,0,10,169
"2181",6009,11238,634,"2014-07-01",2014,"JJV",409,73,1,20,182
"2182",6010,11240,634,"2013-05-29",2013,"CLL",484,73,2,50,149
"2183",6011,11242,634,"2014-06-06",2014,"MAV",496,57,1,0,157
"2184",6012,11246,634,"2014-06-16",2014,"MAV",443,65,0,60,167
"2185",6013,11248,634,"2012-06-14",2012,"BSS",476,61,1,0,166
"2186",6014,11250,634,"2013-06-15",2013,"JDS",379,63,0,30,166
"2187",6015,11252,634,"2011-06-19",2011,"CLS",442,68,1,100,170
"2188",6016,11254,634,"2012-05-31",2012,"MAV",394,63,0,0,152
"2189",6017,11255,635,"2011-06-02",2011,"CAB",510,70,1,75,153
"2190",6018,11257,635,"2012-07-03",2012,"CAB",508,76,0,0,185
"2191",6019,11258,635,"2013-06-29",2013,"LMG",407,70,0,100,180
"2192",6020,11260,635,"2011-06-30",2011,"SLD",402,67,1,0,181
"2193",6021,11262,635,"2014-06-18",2014,"JJV",386,70,0,20,169
"2194",6022,11264,635,"2014-07-01",2014,"JJV",390,73,1,30,182
"2195",6023,11267,635,"2013-05-29",2013,"CLL",521,73,2,50,149
"2196",6024,11269,635,"2014-06-06",2014,"MAV",519,63,1,0,157
"2197",6025,11271,635,"2014-06-16",2014,"MAV",461,66,1,60,167
"2198",6026,11272,635,"2012-06-14",2012,"BSS",365,59,1,0,166
"2199",6027,11273,635,"2013-06-15",2013,"JDS",344,62,0,40,166
"2200",6028,11274,635,"2011-06-19",2011,"CLS",421,68,1,100,170
"2201",6029,11277,635,"2012-05-30",2012,"MAV",596,67,0,0,151
