nestID,plot,year,fate,clutch.completion,fledgefail,eggs,fledged,BHCO.eggs,GPS.E,GPS.N
11312,East Bogs,2011,assumed fledged,6/10/2011,7/4/2011,3,2,0,514143,4293516
11313,East Bogs,2011,failed: pred,6/21/2011,6/29/2011,3,0,0,514002,4293327
11314,Area 41,2011,failed: pred,6/30/2011,7/20/2011,4,0,2,641144,4310337
11315,Area 27,2011,force fledged,6/6/2011,6/30/2011,3,3,0,640717,4317821
11316,Area 27,2011,failed: pred,6/21/2011,7/9/2011,3,0,0,641160,4318085
11317,Area 27,2011,FLEDGED,6/16/2011,7/10/2011,3,3,0,640550,4317797
11318,Area 27,2011,FLEDGED,6/23/2011,7/18/2011,3,3,0,640640,4318059
11319,Owen-Putnam State Forest,2011,failed: pred,6/23/2011,7/11/2011,3,0,0,512558,4352533
11320,First Creek,2011,failed: pred,6/9/2011,6/27/2011,3,0,0,508480,4302870
11321,McCormick's Creek State Park,2011,failed: pred,6/16/2011,7/7/2011,1,0,2,524182,4350523
11322,McCormick's Creek State Park,2011,FLEDGED,6/17/2011,7/11/2011,2,2,0,524298,4350303
11323,McCormick's Creek State Park,2011,failed: unknown,6/22/2011,7/14/2011,4,0,0,524423,4350466
11324,McCormick's Creek State Park,2011,failed: unknown,6/22/2011,6/26/2011,4,0,0,524541,4349824
11325,Area 58,2011,FLEDGED,6/21/2011,7/15/2011,3,2,1,633954,4300899
11326,Martin State Forest,2011,FLEDGED,6/23/2011,7/17/2011,2,1,0,512096,4313503
11327,Martin State Forest,2011,assumed fledged,6/27/2011,7/21/2011,3,3,0,512484,4313422
11328,Martin State Forest,2011,failed: pred,5/27/2011,5/27/2011,4,0,0,512595,4313662
11329,McCormick's Creek State Park,2011,FLEDGED,6/26/2011,7/19/2011,2,2,1,524177,4350073
11331,Owen-Putnam State Forest,2011,assumed fledged,6/30/2011,7/24/2011,3,3,0,512330,4352572
11332,Owen-Putnam State Forest,2011,FLEDGED,6/14/2011,7/8/2011,3,3,1,512401,4352250
11333,Area 27,2011,FLEDGED,6/26/2011,7/20/2011,3,3,0,640558,4317952
11334,Area 27,2011,failed: abandoned,6/22/2011,6/23/2011,4,0,0,640653,4317948
11335,Area 27,2011,force fledged,6/26/2011,7/20/2011,3,3,0,640640,4317880
11336,Area 27,2011,failed: pred,6/25/2011,7/13/2011,3,0,0,640572,4318524
11337,Area 27,2011,failed: pred,6/13/2011,7/1/2011,4,0,0,640604,4318234
11338,Area 27,2011,assumed fledged,6/27/2011,7/19/2011,3,3,0,641102.7679,4318167.305
11339,Area 7,2011,failed: pred,7/5/2011,7/24/2011,3,0,0,635490,4321141
11340,Area 7,2011,FLEDGED,6/28/2011,7/23/2011,3,2,0,635408,4320956
11341,Area 7,2011,failed: pred,7/1/2011,7/2/2011,4,0,0,635073,4321302
11342,Area 7,2011,assumed fledged,6/17/2011,7/10/2011,2,2,0,635459,4321256
11343,Area 27,2011,FLEDGED,6/20/2011,7/13/2011,3,3,0,640819,4318434
11344,Spring Mill State Park,2011,assumed fledged,6/16/2011,7/10/2011,1,1,1,549668,4286630
11345,Spring Mill State Park,2011,FLEDGED,6/29/2011,7/23/2011,2,2,0,549623,4286378
11346,Spring Mill State Park,2011,force fledged,6/25/2011,7/18/2011,3,3,0,550055,4286359
11347,Sulphur Creek,2011,force fledged,6/19/2011,7/11/2011,3,2,0,522387,4303826
11348,Sulphur Creek,2011,failed: pred,6/29/2011,7/18/2011,3,0,0,522566,4303792
11349,Sulphur Creek,2011,FLEDGED,6/18/2011,7/12/2011,2,1,0,522761,4304032
11350,Sulphur Creek,2011,failed: pred,6/30/2011,7/15/2011,2,0,0,522749,4303547
11351,Sulphur Creek,2011,failed: pred,6/28/2011,7/4/2011,2,0,0,522550,4303671
11353,Area 58,2011,FLEDGED,6/7/2011,7/1/2011,4,2,0,634058,4300619
11354,First Creek,2011,failed: pred,6/9/2011,7/1/2011,4,0,0,508643,4301952
11355,Area 27,2011,assumed fledged,7/4/2011,7/24/2011,2,2,0,640826,4318488
11356,Area 27,2011,FLEDGED,7/2/2011,7/26/2011,3,3,0,640689,4317924
11357,Area 27,2011,FLEDGED,6/22/2011,7/16/2011,2,1,0,640622,4318409
11358,Owen-Putnam State Forest,2011,FLEDGED,6/26/2011,7/20/2011,3,3,0,512437,4352729
11359,Owen-Putnam State Forest,2011,failed: pred,6/21/2011,7/11/2011,3,0,1,512269,4352536
11360,Owen-Putnam State Forest,2011,assumed fledged,7/4/2011,7/27/2011,3,2,0,512211,4352338
11361,Owen-Putnam State Forest,2011,FLEDGED,6/7/2011,7/1/2011,4,1,0,512955.348,4352763.257
11362,Area 58,2011,assumed fledged,6/11/2011,7/5/2011,4,3,0,633761,4300861
11363,Spring Mill State Park,2011,failed: pred,7/8/2011,7/23/2011,3,0,0,549559,4286286
11364,Area 41,2011,failed: pred,7/6/2011,7/8/2011,4,0,0,641167,4310392
11365,East Bogs,2011,assumed fledged,7/5/2011,7/29/2011,3,3,0,514288.7687,4293413.845
11366,First Creek,2011,FLEDGED,7/1/2011,7/25/2011,3,1,0,508576,4302632
11367,Spring Mill State Park,2011,failed: pred,6/28/2011,7/17/2011,3,0,0,549917,4286404
11368,Spring Mill State Park,2011,assumed fledged,7/10/2011,8/3/2011,4,4,0,550068,4286316
11369,East Bogs,2011,failed: pred,6/24/2011,7/9/2011,3,0,0,514476,4293304
11370,McCormick's Creek State Park,2011,failed: pred,7/14/2011,7/15/2011,2,0,0,524728,4350323
11371,Owen-Putnam State Forest,2011,failed: pred,7/11/2011,7/11/2011,4,0,0,512653,4352631
11372,Owen-Putnam State Forest,2011,failed: pred,7/4/2011,7/19/2011,3,0,0,512622,4352263
11373,Owen-Putnam State Forest,2011,failed: pred,7/4/2011,7/15/2011,3,0,0,512644,4352762
11374,Owen-Putnam State Forest,2011,failed: abandoned,7/8/2011,7/8/2011,1,0,0,512421,4352549
11375,Seed Tick,2011,failed: pred,7/9/2011,7/27/2011,3,0,0,510586.3347,4289871.714
11376,East Bogs,2011,assumed fledged,7/2/2011,7/25/2011,3,3,0,514964,4293794
11377,East Bogs,2011,failed: pred,6/28/2011,7/16/2011,2,0,0,514758,4293720
11378,Spring Mill State Park,2011,failed: pred,7/11/2011,7/13/2011,2,0,0,549656,4286570
11379,Sulphur Creek,2011,failed: pred,7/10/2011,7/18/2011,3,0,0,522423,4303959
11380,Area 58,2011,assumed fledged,6/19/2011,7/13/2011,4,3,1,633999,4300552
11381,Area 58,2011,assumed fledged,6/19/2011,7/13/2011,4,2,0,633887,4300337
11382,McCormick's Creek State Park,2011,assumed fledged,6/29/2011,7/23/2011,4,4,0,523012,4350126
11383,Owen-Putnam State Forest,2011,failed: pred,7/13/2011,7/15/2011,4,0,0,512486,4352506
11384,Martin State Forest,2011,failed: pred,7/1/2011,7/1/2011,4,0,0,512595,4313599
11385,Martin State Forest,2011,assumed fledged,7/14/2011,8/7/2011,3,3,0,512537,4313896
11386,Area 7,2011,failed: pred,7/14/2011,7/17/2011,3,0,0,634981,4321037
11387,Area 58,2011,failed: pred,5/26/2011,5/27/2011,4,0,0,633903,4300794
11388,First Creek,2011,assumed fledged,7/11/2011,8/4/2011,2,2,0,508615.2406,4302601.662
11389,East Bogs,2011,FLEDGED,6/23/2011,7/18/2011,3,3,0,513906,4293417
11390,Area 58,2011,failed: pred,7/18/2011,8/4/2011,3,0,0,633688,4300408
11391,Area 7,2011,failed: pred,7/8/2011,7/13/2011,4,0,0,635001,4321483
11392,Spring Mill State Park,2011,failed: pred,7/13/2011,7/18/2011,4,0,0,550082,4286401
11393,Spring Mill State Park,2011,FLEDGED,7/16/2011,8/9/2011,3,2,0,549464,4286413
11394,Area 41,2011,failed: pred,7/21/2011,7/30/2011,2,0,1,641365.529,4310321.854
11396,East Bogs,2011,failed: pred,7/19/2011,8/6/2011,3,0,0,513875.4668,4293363.472
11397,Spring Mill State Park,2011,failed: pred,7/13/2011,7/27/2011,3,0,0,549863,4286528
11398,Spring Mill State Park,2011,assumed fledged,7/18/2011,8/11/2011,3,3,0,549435,4286324
11399,McCormick's Creek State Park,2011,failed: pred,7/18/2011,8/2/2011,3,0,0,524440,4350788
11400,Sulphur Creek,2011,failed: pred,7/18/2011,8/1/2011,3,0,0,522488.8721,4303775.2
11402,Spring Mill State Park,2011,FLEDGED,7/10/2011,8/4/2011,3,3,0,549732,4286358
11403,McCormick's Creek State Park,2011,failed: pred,7/25/2011,8/8/2011,3,0,0,524155,4350083
11404,Area 41,2011,UNKNOWN,7/28/2011,8/6/2011,3,0,0,641383.625,4310394.628
11405,Sulphur Creek,2011,failed: pred,7/24/2011,8/11/2011,3,0,0,522387,4303826
11406,Sulphur Creek,2011,failed: pred,7/29/2011,8/1/2011,4,0,0,522535.6303,4303704.856
11407,Owen-Putnam State Forest,2011,assumed fledged,7/24/2011,8/17/2011,2,1,0,512167,4352362
11408,Owen-Putnam State Forest,2011,assumed fledged,7/11/2011,8/4/2011,2,2,0,512237.3269,4352714.712
121,First Creek,2012,failed: pred,5/6/2012,5/16/2012,4,0,0,508598,4302596
122,Martin State Forest,2012,failed: pred,5/7/2012,5/13/2012,4,0,1,512421,4313421
123,Martin State Forest,2012,failed: pred,5/5/2012,5/18/2012,4,0,3,512733,4313702
124,Area 58,2012,FLEDGED,5/6/2012,5/30/2012,4,2,3,633978.2692,4300545.537
125,Spring Mill State Park,2012,failed: pred,5/11/2012,5/19/2012,4,0,2,549509,4286446
126,Area 27,2012,failed: pred,5/5/2012,5/18/2012,4,0,2,640702.9516,4317966.636
127,Area 27,2012,FLEDGED,5/7/2012,5/30/2012,4,3,1,640623.8855,4317917.043
128,Spring Mill State Park,2012,failed: pred,5/1/2012,5/19/2012,4,0,5,549592,4286462
129,Area 58,2012,failed: pred,5/5/2012,5/20/2012,2,0,1,634110.5176,4300702.752
1210,Spring Mill State Park,2012,failed: pred,5/5/2012,5/27/2012,4,0,5,550053,4286495
1211,East Bogs,2012,assumed fledged,5/8/2012,5/31/2012,2,1,1,514546,4293440
1212,East Bogs,2012,failed: pred,5/11/2012,5/17/2012,3,0,0,513905,4293351
1213,Owen-Putnam State Forest,2012,FLEDGED,5/10/2012,6/3/2012,4,2,0,512267,4352520
1214,Owen-Putnam State Forest,2012,failed: pred,5/8/2012,5/15/2012,4,0,0,512338,4352659
1215,Owen-Putnam State Forest,2012,failed: pred,5/7/2012,5/27/2012,4,0,0,512295,4352749
1216,Owen-Putnam State Forest,2012,failed: pred,5/6/2012,5/20/2012,4,0,0,512314,4352838
1217,Owen-Putnam State Forest,2012,failed: pred,5/9/2012,5/24/2012,3,0,0,512833,4352951
1218,Owen-Putnam State Forest,2012,failed: pred,5/8/2012,5/27/2012,4,0,0,512520,4352885
1219,First Creek,2012,failed: pred,5/9/2012,5/18/2012,2,0,1,508530,4302765
1220,McCormick's Creek State Park,2012,failed: pred,5/11/2012,5/31/2012,4,0,1,524256,4350359
1221,McCormick's Creek State Park,2012,failed: pred,5/9/2012,5/25/2012,2,0,2,524512,4350056
1222,McCormick's Creek State Park,2012,assumed fledged,5/6/2012,5/28/2012,4,4,1,524373,4349886
1223,McCormick's Creek State Park,2012,failed: unknown,5/5/2012,5/26/2012,4,0,3,524366,4350099
1224,First Creek,2012,failed: abandoned,5/11/2012,5/16/2012,0,0,1,508361,4302048
1225,First Creek,2012,failed: pred,5/11/2012,5/30/2012,3,0,2,508395,4301716
1226,Sulphur Creek,2012,failed: pred,5/12/2012,5/14/2012,4,0,0,522574,4303910
1227,Sulphur Creek,2012,FLEDGED,5/11/2012,6/5/2012,3,2,1,522400,4304144
1228,Martin State Forest,2012,failed: pred,5/11/2012,5/27/2012,4,0,2,512630,4313690
1229,Sulphur Creek,2012,failed: pred,5/12/2012,5/14/2012,4,0,0,522499,4304139
1230,Martin State Forest,2012,failed: unknown,5/12/2012,5/14/2012,4,0,1,512679,4313666
1231,Sulphur Creek,2012,failed: pred,5/11/2012,5/30/2012,4,0,0,522595,4304153
1233,Martin State Forest,2012,failed: pred,5/10/2012,6/1/2012,4,0,2,512622,4313590
1235,Martin State Forest,2012,failed: pred,5/10/2012,5/18/2012,4,0,2,512050,4313515
1236,Martin State Forest,2012,FLEDGED,5/7/2012,5/30/2012,4,3,5,511980,4313526
1237,Area 27,2012,failed: pred,5/8/2012,5/28/2012,4,0,0,640496.822,4317875.22
1238,Area 27,2012,failed: pred,5/11/2012,5/17/2012,4,0,0,641126.8052,4318117.645
1239,Area 27,2012,failed: pred,5/12/2012,5/18/2012,4,0,0,641244.0378,4317868.94
1240,Area 27,2012,failed: pred,5/10/2012,5/11/2012,4,0,0,640658.4652,4318318.045
1242,Area 41,2012,failed: pred,5/10/2012,5/10/2012,3,0,1,641353.4478,4310754.189
1243,Area 41,2012,FLEDGED,5/5/2012,5/28/2012,3,1,2,641365.1939,4310355.217
1244,Area 27,2012,failed: pred,5/9/2012,5/26/2012,3,0,1,640528.3748,4317827.786
1245,Area 27,2012,FLEDGED,4/27/2012,5/20/2012,3,2,0,640494.4825,4318096.466
1246,Spring Mill State Park,2012,failed: pred,5/12/2012,5/26/2012,4,0,1,549373,4286436
1247,Spring Mill State Park,2012,FLEDGED,5/11/2012,6/5/2012,4,4,2,549440,4286296
1248,Spring Mill State Park,2012,failed: pred,5/13/2012,5/23/2012,4,0,0,550163,4286633
1249,Spring Mill State Park,2012,failed: abandoned,5/9/2012,5/10/2012,1,0,0,549680,4286550
1250,Spring Mill State Park,2012,failed: pred,5/12/2012,5/14/2012,4,0,1,549344,4286539
1251,Spring Mill State Park,2012,failed: pred,5/9/2012,5/19/2012,4,0,2,549387,4286695
1252,Area 7,2012,failed: pred,5/8/2012,5/15/2012,3,0,0,635120.9238,4321256.237
1253,Area 58,2012,failed: pred,5/9/2012,5/25/2012,4,0,2,634150.8805,4300812.783
1254,East Bogs,2012,failed: pred,5/9/2012,5/20/2012,4,0,0,514269,4293411
1255,Sulphur Creek,2012,failed: pred,5/8/2012,5/13/2012,4,0,0,522553,4303814
1256,Sulphur Creek,2012,failed: pred,5/12/2012,5/13/2012,4,0,0,522554,4303703
1257,Sulphur Creek,2012,assumed fledged,5/9/2012,6/3/2012,3,1,0,522388,4303814
1259,East Bogs,2012,failed: pred,5/10/2012,5/30/2012,4,0,1,513898,4293286
1260,East Bogs,2012,failed: pred,5/9/2012,5/20/2012,4,0,0,513939,4293026
1261,McCormick's Creek State Park,2012,failed: pred,5/13/2012,5/12/2012,3,0,0,524572,4350706
1262,Area 27,2012,failed: pred,5/11/2012,5/25/2012,5,0,1,640543.2292,4318043.728
1263,McCormick's Creek State Park,2012,failed: pred,5/14/2012,5/12/2012,3,0,0,524745,4350427
1264,Area 27,2012,failed: pred,5/13/2012,5/30/2012,5,0,1,640498.7148,4317865.986
1265,McCormick's Creek State Park,2012,failed: pred,5/13/2012,5/16/2012,4,0,2,524395,4350718
1266,Area 27,2012,failed: pred,5/10/2012,5/20/2012,4,0,0,640714.503,4317900.422
1267,Owen-Putnam State Forest,2012,FLEDGED,5/13/2012,6/4/2012,4,2,0,512329,4352471
1268,Owen-Putnam State Forest,2012,failed: pred,5/10/2012,5/24/2012,4,0,0,512157,4352841
1269,Area 27,2012,failed: pred,5/13/2012,5/30/2012,4,0,1,640389.1478,4318000.336
1270,Owen-Putnam State Forest,2012,failed: pred,5/10/2012,5/20/2012,4,0,0,512449,4352870
1272,Owen-Putnam State Forest,2012,failed: pred,5/8/2012,5/20/2012,4,0,0,512538,4352611
1273,Owen-Putnam State Forest,2012,failed: pred,5/11/2012,5/27/2012,4,0,0,512864,4352849
1274,Owen-Putnam State Forest,2012,failed: pred,5/12/2012,5/29/2012,3,0,0,512541,4352663
1275,Owen-Putnam State Forest,2012,failed: pred,5/13/2012,5/15/2012,4,0,0,512134,4352363
1276,Owen-Putnam State Forest,2012,failed: pred,5/11/2012,5/24/2012,3,0,0,512149,4352437
1277,Owen-Putnam State Forest,2012,failed: pred,5/13/2012,5/31/2012,4,0,0,512247,4352797
1278,Owen-Putnam State Forest,2012,failed: pred,5/12/2012,5/27/2012,4,0,0,512369,4352579
1279,Seed Tick,2012,failed: pred,5/8/2012,5/24/2012,5,0,1,510638,4289417
1280,McCormick's Creek State Park,2012,failed: pred,5/12/2012,5/21/2012,2,0,0,524625,4350073
1281,McCormick's Creek State Park,2012,failed: pred,5/12/2012,5/21/2012,3,0,0,524518,4350808
1282,McCormick's Creek State Park,2012,assumed fledged,5/13/2012,6/6/2012,4,2,0,524714,4350219
1283,McCormick's Creek State Park,2012,assumed fledged,5/14/2012,6/7/2012,4,1,2,524446,4350314
1284,McCormick's Creek State Park,2012,failed: pred,5/19/2012,5/21/2012,4,0,1,524253,4350164
1285,Sulphur Creek,2012,failed: pred,5/17/2012,5/28/2012,3,0,1,522555,4304232
1287,First Creek,2012,failed: unknown,5/12/2012,5/21/2012,3,0,2,508567,4301916
1288,Sulphur Creek,2012,FLEDGED,5/20/2012,6/13/2012,3,3,0,522753,4303633
1289,Martin State Forest,2012,failed: pred,5/8/2012,5/27/2012,2,0,1,512027,4313880
1290,Martin State Forest,2012,failed: pred,5/13/2012,5/17/2012,4,0,1,512642,4313433
1291,Area 41,2012,FLEDGED,5/12/2012,6/5/2012,5,3,2,641342.4444,4310651.021
1292,Area 41,2012,FLEDGED,5/13/2012,6/6/2012,4,1,1,641325.2192,4310805.001
1293,Area 41,2012,failed: pred,5/17/2012,5/17/2012,4,0,0,641170.0195,4310426.289
1294,Area 58,2012,failed: pred,5/17/2012,5/18/2012,4,0,0,634045.5405,4300561.078
1295,Spring Mill State Park,2012,failed: pred,5/14/2012,5/20/2012,4,0,1,549932,4286482
1296,Spring Mill State Park,2012,failed: pred,5/14/2012,6/3/2012,4,0,2,549773,4286335
1298,Spring Mill State Park,2012,failed: pred,5/14/2012,5/19/2012,4,0,4,549742,4286364
1299,Spring Mill State Park,2012,assumed fledged,5/12/2012,6/3/2012,4,3,2,549624,4286295
12100,Spring Mill State Park,2012,failed: pred,5/18/2012,5/23/2012,4,0,0,550250,4286813
12101,Spring Mill State Park,2012,failed: pred,5/6/2012,5/27/2012,4,0,0,549937,4286642
12102,Area 27,2012,failed: pred,5/14/2012,5/16/2012,4,0,0,640598.0474,4318255.05
12103,Area 7,2012,failed: pred,5/11/2012,5/28/2012,4,0,0,635449.9219,4321522.886
12104,Area 7,2012,FLEDGED,5/11/2012,6/3/2012,4,4,0,635434.3746,4321499.794
12105,Area 7,2012,failed: pred,5/14/2012,5/16/2012,3,0,0,635482.1924,4321279.734
12106,Area 7,2012,failed: abandoned,5/15/2012,6/6/2012,4,0,1,635284.5683,4321013.014
12107,Owen-Putnam State Forest,2012,failed: pred,5/15/2012,5/24/2012,3,0,0,512085,4352517
12108,Owen-Putnam State Forest,2012,failed: pred,5/15/2012,6/4/2012,4,0,0,512322,4352593
12109,Owen-Putnam State Forest,2012,FLEDGED,5/13/2012,6/6/2012,4,2,0,512504,4352736
12110,Owen-Putnam State Forest,2012,FLEDGED,5/6/2012,5/30/2012,5,4,0,512356,4352798
12111,Owen-Putnam State Forest,2012,failed: pred,5/18/2012,5/20/2012,4,0,0,512492,4352551
12112,Area 58,2012,assumed fledged,5/19/2012,6/8/2012,3,2,1,633840.1995,4300356.917
12113,Area 7,2012,failed: pred,5/18/2012,5/31/2012,4,0,0,635355.0909,4321582.259
12114,Area 7,2012,failed: pred,5/16/2012,5/26/2012,4,0,0,635453.5199,4321103.618
12115,Area 7,2012,FLEDGED,5/18/2012,6/12/2012,4,4,0,635207.5247,4321018.157
12116,First Creek,2012,assumed fledged,5/8/2012,5/30/2012,4,4,0,508530,4302684
12117,First Creek,2012,failed: pred,5/15/2012,5/23/2012,3,0,1,508601,4302927
12118,Seed Tick,2012,assumed fledged,5/9/2012,5/31/2012,5,4,1,510708,4290065
12119,Seed Tick,2012,FLEDGED,5/17/2012,6/9/2012,4,3,0,510809,4289948
12120,Seed Tick,2012,failed: pred,5/18/2012,5/30/2012,5,0,0,510783,4289324
12121,Seed Tick,2012,failed: pred,5/16/2012,5/20/2012,0,0,3,510299,4289436
12122,Seed Tick,2012,failed: pred,5/5/2012,5/20/2012,5,0,0,510795,4289431
12123,McCormick's Creek State Park,2012,FLEDGED,5/5/2012,5/29/2012,3,3,0,524403,4350636
12124,Area 27,2012,failed: pred,5/19/2012,5/21/2012,4,0,0,640359.9265,4318364.19
12125,Area 27,2012,failed: pred,5/20/2012,5/21/2012,5,0,1,640668.9479,4317905.229
12126,Area 27,2012,failed: pred,5/16/2012,5/17/2012,4,0,0,640671.9713,4318150.82
12127,Area 7,2012,failed: pred,5/18/2012,5/25/2012,5,0,0,635090.3096,4321659.846
12128,Area 58,2012,failed: pred,5/20/2012,5/28/2012,4,0,2,634019.5273,4300781.344
12129,McCormick's Creek State Park,2012,failed: pred,5/18/2012,5/21/2012,4,0,0,524670,4350676
12130,McCormick's Creek State Park,2012,failed: pred,5/17/2012,5/25/2012,2,0,0,524630,4350845
12131,McCormick's Creek State Park,2012,failed: pred,5/20/2012,5/21/2012,4,0,0,524268,4350830
12132,Martin State Forest,2012,FLEDGED,5/19/2012,6/12/2012,3,3,0,512524,4313678
12133,Martin State Forest,2012,failed: pred,5/19/2012,6/4/2012,3,0,0,512168,4313349
12135,Area 7,2012,FLEDGED,5/11/2012,6/4/2012,4,3,1,635179.3635,4321803.109
12136,Area 7,2012,failed: pred,5/20/2012,6/4/2012,4,0,0,635440.2234,4321257.238
12137,Area 7,2012,failed: pred,5/18/2012,5/26/2012,4,0,1,634883.9456,4321144.869
12138,Area 58,2012,failed: pred,5/15/2012,5/27/2012,4,0,1,634072.9967,4300336.864
12139,Area 58,2012,FLEDGED,5/21/2012,6/10/2012,4,3,0,633990.5249,4300386.989
12140,Area 58,2012,FLEDGED,5/12/2012,6/5/2012,4,3,1,633898.5303,4300519.765
12141,Area 58,2012,failed: pred,5/19/2012,5/27/2012,4,0,1,633830.2759,4300604.624
12142,Area 7,2012,failed: pred,5/21/2012,6/7/2012,4,0,1,635065.558,4321277.638
12143,Sulphur Creek,2012,assumed fledged,5/16/2012,6/9/2012,4,4,0,522808,4303808
12144,Sulphur Creek,2012,FLEDGED,5/9/2012,6/2/2012,4,4,0,522524,4304383
12145,Area 41,2012,failed: unknown,5/12/2012,6/3/2012,3,0,0,641261.8294,4310393.743
12146,Area 27,2012,FLEDGED,5/20/2012,6/14/2012,3,2,0,640508.5136,4318206.267
12147,Area 27,2012,FLEDGED,5/17/2012,6/10/2012,4,3,1,640508.5074,4318209.868
12148,Area 27,2012,failed: pred,5/21/2012,6/11/2012,3,0,0,640184.9152,4318247.486
12149,Area 41,2012,FLEDGED,5/20/2012,6/13/2012,4,2,2,641138.44,4310462.09
12150,Area 27,2012,failed: pred,5/9/2012,6/1/2012,3,0,0,640591.7645,4317874.996
12151,Area 27,2012,FLEDGED,5/11/2012,6/3/2012,4,4,0,640332.8563,4317917.802
12152,Spring Mill State Park,2012,failed: pred,5/21/2012,5/24/2012,4,0,0,549450,4286469
12153,Area 58,2012,failed: pred,5/19/2012,6/7/2012,5,0,1,633956.801,4300962.385
12154,Area 58,2012,FLEDGED,5/19/2012,6/8/2012,5,2,1,634043.5052,4300811.794
12155,Area 7,2012,failed: pred,5/21/2012,5/26/2012,3,0,0,635469.2446,4321156.108
12157,Owen-Putnam State Forest,2012,FLEDGED,5/21/2012,6/13/2012,2,1,0,512277,4352254
12158,Area 27,2012,failed: abandoned,5/22/2012,5/23/2012,4,0,2,640199.4326,4318191.82
12159,Area 27,2012,failed: pred,5/21/2012,5/29/2012,5,0,1,640320.2282,4318160.527
12160,Area 7,2012,failed: pred,5/9/2012,5/29/2012,4,0,0,634984.9403,4321680.622
12161,Area 7,2012,assumed fledged,5/23/2012,6/16/2012,3,3,0,634913.1305,4321674.599
12162,Area 27,2012,FLEDGED,5/19/2012,6/12/2012,4,3,0,640599.8258,4317859.861
12163,Area 27,2012,FLEDGED,5/20/2012,6/14/2012,4,3,0,640290.3527,4317966.214
12164,Area 27,2012,failed: pred,5/20/2012,5/21/2012,4,0,0,640340.2125,4317985.879
12165,Area 7,2012,FLEDGED,5/18/2012,6/12/2012,3,3,0,635324.5839,4321092.691
12166,Area 7,2012,FLEDGED,5/8/2012,6/2/2012,4,4,0,635314.2339,4321179.301
12167,McCormick's Creek State Park,2012,failed: pred,5/18/2012,6/6/2012,4,0,1,524657,4350557
12168,Area 41,2012,assumed fledged,5/3/2012,5/27/2012,4,4,0,641049.5864,4310375.156
12169,Area 58,2012,failed: pred,5/10/2012,5/19/2012,4,0,0,633991.8433,4300693.841
12170,Area 27,2012,failed: pred,5/18/2012,6/4/2012,5,0,1,640677.2261,4317950.367
12171,McCormick's Creek State Park,2012,FLEDGED,5/12/2012,6/4/2012,4,2,0,524604,4350376
12172,Spring Mill State Park,2012,FLEDGED,5/19/2012,6/11/2012,4,1,2,549528,4286492
12173,Sulphur Creek,2012,failed: pred,5/23/2012,6/10/2012,0,0,0,522557,4303795
12175,Area 27,2012,failed: pred,5/24/2012,5/25/2012,3,0,1,640544.4371,4317961.314
12179,Spring Mill State Park,2012,assumed fledged,5/19/2012,6/11/2012,4,1,0,549604,4286599
12180,Spring Mill State Park,2012,FLEDGED,5/26/2012,6/17/2012,4,1,2,549513,4286414
12181,Area 58,2012,FLEDGED,5/7/2012,5/31/2012,4,2,0,633929.4074,4300709.552
12183,Owen-Putnam State Forest,2012,assumed fledged,5/25/2012,6/15/2012,4,2,1,512588,4352861
12184,Owen-Putnam State Forest,2012,failed: pred,5/28/2012,6/14/2012,4,0,0,512392,4352855
12185,Area 27,2012,failed: pred,5/24/2012,6/1/2012,3,0,1,640579.8166,4318217.551
12186,Area 27,2012,FLEDGED,5/12/2012,6/5/2012,4,3,0,640324.9606,4318342.919
12187,Area 27,2012,FLEDGED,5/27/2012,6/16/2012,4,4,0,640676.849,4317940.19
12188,Area 27,2012,FLEDGED,5/24/2012,6/17/2012,3,3,0,640253.7767,4318147.908
12189,McCormick's Creek State Park,2012,FLEDGED,5/26/2012,6/20/2012,4,1,1,524670,4350734
12190,McCormick's Creek State Park,2012,FLEDGED,5/7/2012,6/2/2012,4,4,0,524843,4350433
12191,McCormick's Creek State Park,2012,failed: pred,5/23/2012,6/13/2012,4,0,1,524484,4350679
12192,McCormick's Creek State Park,2012,failed: pred,5/24/2012,5/28/2012,4,0,0,524600,4350512
12193,Area 41,2012,failed: pred,5/10/2012,6/3/2012,4,0,0,641342.0444,4310481.204
12194,Martin State Forest,2012,failed: abandoned,5/26/2012,6/1/2012,4,0,1,512136,4313530
12195,East Bogs,2012,failed: pred,5/27/2012,6/14/2012,4,0,0,514292,4293400
12196,Seed Tick,2012,failed: pred,5/29/2012,6/5/2012,4,0,0,510799,4289428
12197,Spring Mill State Park,2012,FLEDGED,5/26/2012,6/19/2012,4,3,2,549954,4286552
12198,McCormick's Creek State Park,2012,FLEDGED,5/27/2012,6/20/2012,3,3,0,524583,4350327
12201,Sulphur Creek,2012,failed: pred,6/3/2012,6/21/2012,3,0,0,522458,4304143
12203,Owen-Putnam State Forest,2012,failed: pred,5/25/2012,6/14/2012,3,0,0,512100,4352704
12204,Area 58,2012,failed: pred,5/20/2012,5/21/2012,4,0,0,633983.6992,4300501.534
12205,Owen-Putnam State Forest,2012,failed: pred,5/27/2012,6/3/2012,4,0,0,512369,4352797
12206,Owen-Putnam State Forest,2012,failed: pred,5/24/2012,6/14/2012,4,0,1,512657,4352743
12207,Area 58,2012,failed: abandoned,5/16/2012,5/20/2012,0,0,1,634127.4236,4300281.185
12208,Area 41,2012,UNKNOWN,5/18/2012,6/3/2012,4,0,0,641260.2131,4310527.653
