point,date,time,first_det,song,distance
412,6/25/2014,456,1,1,75
412,6/18/2012,428,0,1,40
412,6/18/2012,428,0,1,70
412,6/6/2011,502,5,1,70
412,6/2/2012,474,7,0,60
412,6/11/2014,457,4,0,50
416,7/7/2011,488,0,1,70
417,7/7/2013,437,0,1,90
417,5/31/2012,521,1,1,100
417,6/26/2014,484,6,1,35
417,7/7/2011,435,0,1,70
417,6/9/2014,412,5,1,90
418,6/16/2013,573,0,1,60
594,6/22/2014,519,0,1,60
594,6/29/2012,437,0,1,40
594,6/17/2011,449,0,1,60
594,5/30/2013,392,9,1,20
594,6/29/2012,437,0,1,10
594,6/22/2014,519,0,1,75
594,6/18/2012,532,2,1,100
594,7/12/2011,552,1,1,60
594,6/22/2014,519,0,0,45
594,7/9/2014,493,0,1,45
594,6/2/2012,400,3,1,35
594,6/5/2014,408,0,1,30
594,7/9/2014,493,0,1,40
594,7/12/2011,552,0,1,65
594,6/6/2011,504,0,1,45
594,6/6/2011,504,0,1,60
594,6/5/2014,408,0,1,60
594,6/6/2011,504,8,0,45
594,7/12/2011,552,6,1,35
594,6/2/2012,400,0,1,70
594,6/29/2012,437,3,0,20
594,7/9/2014,493,7,1,90
594,7/12/2011,552,2,1,100
594,7/2/2013,385,0,1,70
594,6/29/2012,437,0,1,45
594,6/18/2012,532,0,1,90
594,5/30/2013,392,5,1,50
594,6/5/2014,408,0,1,50
594,7/2/2013,385,0,1,20
594,7/12/2011,552,0,1,45
595,6/2/2012,378,0,1,30
595,6/29/2012,454,6,0,10
595,6/18/2013,477,0,1,90
595,6/5/2014,432,0,1,40
595,6/2/2012,378,0,1,50
595,6/24/2014,384,4,1,50
595,6/22/2014,481,6,0,45
595,7/12/2011,497,0,1,70
595,6/22/2014,481,0,1,45
595,6/17/2011,426,4,1,70
595,6/5/2014,432,0,1,70
595,7/9/2014,386,1,1,45
595,6/29/2012,454,5,0,20
595,6/17/2011,426,1,1,95
595,6/22/2014,481,2,1,70
595,7/2/2013,431,0,1,35
595,5/30/2013,371,0,1,80
595,5/30/2013,371,0,1,50
595,5/30/2013,371,0,1,50
595,5/30/2013,371,0,1,70
596,6/6/2011,523,0,1,40
596,6/29/2012,372,0,1,95
596,6/29/2012,372,0,1,65
596,6/18/2012,473,0,1,40
596,6/6/2011,523,0,1,30
596,6/5/2014,473,0,1,60
596,6/24/2014,427,1,0,60
596,6/6/2011,523,2,1,45
596,6/22/2014,444,5,1,50
596,6/18/2012,473,1,1,60
596,5/30/2013,465,0,1,50
596,6/22/2014,444,6,0,45
596,6/22/2014,444,0,1,90
596,6/29/2012,372,2,1,90
596,7/2/2013,485,0,1,50
596,7/12/2011,404,2,1,90
597,6/2/2012,452,0,1,90
597,6/6/2011,382,0,1,70
597,6/29/2012,395,2,1,60
597,6/18/2012,507,0,0,35
597,6/6/2011,382,9,1,80
597,6/22/2014,404,3,0,40
597,6/24/2014,451,5,0,80
597,6/18/2013,407,0,1,30
597,6/22/2014,404,0,1,45
597,6/6/2011,382,0,1,80
597,6/29/2012,395,0,1,85
598,6/22/2014,535,0,1,50
598,6/22/2014,535,0,1,80
598,6/29/2012,420,0,1,100
598,6/5/2014,389,0,1,65
598,6/6/2011,406,0,1,80
598,7/2/2013,563,2,1,80
598,7/12/2011,463,1,1,95
598,6/17/2011,560,3,1,40
598,6/5/2014,389,4,0,45
598,6/6/2011,406,4,1,90
598,6/6/2011,406,2,1,60
598,7/12/2011,463,0,1,70
598,6/6/2011,406,7,1,90
599,6/17/2011,400,3,1,70
599,6/18/2013,346,9,0,60
599,6/17/2011,400,0,1,85
599,6/29/2012,349,3,0,30
599,6/29/2012,349,3,1,65
599,6/5/2014,450,0,1,80
599,6/29/2012,349,9,0,15
599,6/2/2013,454,0,0,20
600,7/2/2012,558,0,1,100
600,7/2/2012,558,1,1,75
600,6/13/2011,557,1,1,75
600,7/2/2012,558,2,1,70
600,6/17/2013,531,4,1,50
600,5/31/2012,379,0,1,35
600,7/6/2011,413,1,1,75
600,6/16/2012,513,0,1,70
600,7/1/2013,429,2,1,60
600,5/30/2013,398,0,1,70
600,5/30/2011,400,0,1,45
600,6/16/2012,513,0,1,70
600,5/30/2013,398,9,0,45
600,7/2/2012,558,0,1,80
600,6/19/2014,513,0,1,50
600,7/4/2014,516,0,1,50
600,6/19/2014,513,2,1,45
600,6/2/2014,387,0,1,50
600,5/30/2011,400,3,1,30
600,6/2/2014,387,0,1,70
600,6/17/2014,540,2,1,65
600,6/19/2014,513,0,1,50
601,6/13/2011,418,5,1,85
601,7/1/2013,411,1,1,75
601,6/2/2014,405,2,1,80
601,5/30/2013,414,0,1,80
601,6/17/2013,512,3,0,55
601,5/30/2011,530,0,1,40
601,6/19/2014,531,8,0,70
601,6/16/2012,495,0,1,60
601,6/17/2014,518,7,1,90
601,6/17/2014,518,0,1,50
601,7/4/2014,539,5,0,25
601,6/2/2014,405,6,1,50
601,7/4/2014,539,0,1,40
601,7/4/2014,539,5,0,30
602,7/4/2014,557,0,1,40
602,6/17/2013,490,2,1,60
602,7/6/2011,530,9,1,60
602,7/6/2011,530,0,1,70
602,7/4/2014,557,0,1,70
602,7/1/2013,391,0,1,80
602,6/19/2014,548,0,1,80
602,5/30/2011,510,0,1,60
602,6/17/2014,500,3,1,100
603,6/19/2014,439,7,1,60
603,5/30/2011,502,0,1,45
603,6/19/2014,439,5,1,40
603,6/13/2011,428,0,1,70
603,5/31/2012,508,0,1,80
603,5/30/2013,520,0,1,40
603,5/30/2011,502,3,1,55
603,7/4/2014,440,0,1,50
603,7/4/2014,440,7,1,15
603,6/17/2013,394,0,1,80
603,6/17/2013,394,0,1,35
603,7/1/2013,479,1,1,75
603,6/19/2014,439,0,1,75
603,6/16/2012,381,0,1,65
603,6/16/2012,381,0,1,80
603,6/2/2014,484,0,1,65
603,6/17/2014,444,4,1,70
603,7/6/2011,512,5,1,60
603,7/1/2013,479,1,1,80
603,7/6/2011,512,0,1,60
603,6/17/2014,444,0,1,60
603,7/4/2014,440,0,1,90
603,5/31/2012,508,3,1,80
603,6/17/2013,394,1,1,90
603,7/4/2014,440,0,0,40
603,7/2/2012,481,0,1,60
603,7/1/2013,479,9,1,45
603,7/2/2012,481,8,0,60
604,7/4/2014,459,0,1,70
604,5/30/2011,510,2,1,80
604,6/13/2011,439,1,1,65
604,6/19/2014,460,0,1,90
604,7/2/2012,392,1,0,75
604,5/31/2012,526,0,1,80
604,7/1/2013,461,3,0,30
604,7/4/2014,459,0,1,60
604,5/30/2013,540,0,1,25
604,6/19/2014,460,2,0,30
604,7/2/2012,392,1,1,100
604,7/1/2013,461,9,1,70
604,6/19/2014,460,0,1,40
604,6/17/2014,424,0,1,40
604,6/16/2012,361,0,1,25
604,6/17/2014,424,0,1,45
604,6/19/2014,460,0,1,60
604,6/2/2014,505,0,1,70
604,5/30/2011,510,0,1,60
604,6/2/2014,505,0,0,50
604,6/2/2014,505,4,1,40
604,6/16/2012,361,0,1,80
605,7/2/2012,365,0,1,85
605,7/1/2013,446,0,1,80
605,7/1/2013,446,1,1,50
605,5/30/2011,420,8,1,25
605,5/30/2013,380,8,1,90
605,7/1/2013,446,3,0,25
605,6/13/2011,538,9,1,40
605,6/16/2012,532,3,1,75
605,7/6/2011,436,0,1,95
605,6/19/2014,496,0,1,50
605,7/2/2012,365,0,1,100
605,5/31/2012,359,0,1,80
605,7/4/2014,496,2,0,40
605,6/17/2013,548,1,1,30
605,7/6/2011,436,0,1,70
605,7/4/2014,496,0,1,35
605,5/30/2011,420,0,1,55
605,5/30/2013,380,0,1,45
605,7/2/2012,365,2,1,100
605,6/17/2014,407,4,0,50
605,5/30/2011,420,7,1,45
605,6/17/2013,548,0,1,40
605,6/2/2014,526,0,1,40
605,5/31/2012,359,2,1,95
605,6/16/2012,532,0,1,50
605,5/31/2012,359,6,1,45
605,6/2/2014,526,0,1,60
605,6/17/2014,407,0,1,20
605,6/19/2014,496,0,1,90
605,5/30/2013,380,0,1,35
606,5/30/2011,440,3,1,75
606,7/6/2011,454,0,1,85
606,5/30/2013,381,5,1,90
606,7/2/2012,368,0,1,70
606,6/13/2011,521,0,1,60
606,6/17/2013,514,0,1,35
606,6/2/2014,566,0,1,60
606,6/2/2014,566,2,1,80
606,6/17/2014,389,0,1,25
606,6/13/2011,521,0,1,40
606,7/1/2013,444,0,1,30
606,6/17/2014,389,0,1,75
606,6/17/2014,389,0,1,45
606,5/31/2012,362,0,1,60
606,7/2/2012,368,0,1,95
606,7/6/2011,454,0,1,50
606,7/4/2014,478,0,1,50
606,5/31/2012,362,0,1,20
606,7/2/2012,368,7,0,10
606,5/30/2011,440,0,1,45
606,7/4/2014,478,0,1,70
606,6/19/2014,481,0,1,45
606,7/2/2012,368,6,1,90
606,7/4/2014,478,8,0,45
606,6/16/2012,502,2,1,95
606,5/31/2012,362,0,1,30
606,6/17/2013,514,0,1,45
606,5/30/2011,440,4,1,45
606,7/2/2012,368,0,1,80
607,6/17/2013,494,9,1,50
607,6/17/2014,562,0,1,50
607,5/30/2011,486,NA,0,45
607,6/3/2014,405,0,1,80
607,7/4/2014,453,8,1,55
607,6/17/2014,562,4,1,35
607,6/13/2011,462,7,1,65
607,6/19/2014,454,1,1,100
607,6/16/2012,359,0,1,70
607,7/4/2014,453,0,1,45
607,5/30/2011,486,NA,0,45
607,5/30/2013,400,0,1,40
607,5/30/2011,486,0,1,65
607,6/19/2014,454,1,1,80
607,6/13/2011,462,9,1,95
607,6/3/2014,405,0,1,35
607,6/19/2014,454,6,0,60
607,5/30/2011,486,3,1,55
607,7/2/2012,538,0,1,50
607,6/19/2014,454,0,1,50
608,6/19/2014,474,2,1,80
608,5/30/2011,480,1,1,90
608,7/1/2013,496,0,1,50
608,5/30/2013,501,0,1,85
608,5/31/2012,492,2,0,80
608,6/17/2013,415,6,0,25
608,7/6/2011,492,4,1,50
608,6/19/2014,474,3,1,35
608,6/3/2014,423,0,1,70
608,7/6/2011,492,0,1,80
608,6/17/2013,415,0,1,70
608,7/2/2012,416,0,1,100
608,7/4/2014,469,0,1,65
608,7/6/2011,492,2,1,45
608,6/17/2014,544,0,1,75
608,6/16/2012,402,0,1,80
608,7/1/2013,496,0,1,70
609,6/16/2012,402,0,1,75
609,7/2/2012,493,0,1,40
609,5/30/2013,436,1,1,70
609,7/2/2012,493,4,1,20
609,7/1/2013,501,8,0,25
609,6/17/2013,457,0,1,35
609,5/30/2011,460,9,1,50
609,5/30/2013,436,0,1,80
609,7/2/2012,493,1,1,70
609,6/16/2012,402,0,1,30
609,5/30/2013,436,0,1,25
609,6/17/2014,483,2,1,70
609,7/2/2012,493,0,1,85
609,6/19/2014,434,0,1,35
609,6/19/2014,434,3,1,30
609,6/16/2012,402,0,0,35
609,7/6/2011,475,0,1,90
609,6/17/2014,483,0,1,60
609,7/6/2011,475,2,1,70
609,5/30/2013,436,1,1,80
610,6/16/2012,379,4,0,30
610,6/16/2012,379,1,1,80
610,7/2/2012,518,9,1,80
610,6/17/2014,465,0,1,40
610,5/31/2012,509,1,1,40
610,5/30/2011,470,0,1,35
610,6/17/2014,465,2,1,80
610,5/30/2011,470,0,1,40
610,7/4/2014,416,0,1,80
610,6/17/2014,465,0,1,55
610,7/1/2013,485,4,0,20
610,7/6/2011,491,0,1,35
610,6/17/2014,465,0,1,75
610,6/13/2011,486,0,1,75
610,7/4/2014,416,0,1,10
610,5/30/2013,417,8,0,15
610,6/19/2014,411,0,1,20
610,7/6/2011,491,8,0,5
610,7/1/2013,485,0,1,55
610,7/6/2011,491,0,1,65
610,5/30/2011,470,2,0,60
610,6/3/2014,495,0,1,60
610,6/16/2012,379,0,0,40
610,5/30/2011,470,2,0,20
610,7/4/2014,416,1,1,30
610,7/2/2012,518,0,1,95
610,6/19/2014,411,0,1,25
610,7/2/2012,518,0,1,85
610,7/2/2012,518,0,1,35
610,7/4/2014,416,0,1,55
611,6/16/2012,488,0,1,100
611,6/19/2014,392,0,1,80
611,7/2/2012,388,0,1,35
611,5/31/2012,383,0,1,50
611,6/17/2014,448,4,0,45
611,6/19/2014,392,0,1,25
611,7/4/2014,399,6,1,90
611,7/2/2012,388,0,1,20
611,7/4/2014,399,0,1,50
611,6/3/2014,514,0,1,35
611,7/6/2011,472,2,1,65
611,7/2/2012,388,0,1,40
611,6/19/2014,392,0,1,90
611,5/30/2011,452,0,1,40
611,6/17/2013,367,1,1,25
611,7/4/2014,399,0,1,20
611,7/2/2012,388,1,1,85
611,6/17/2013,367,0,1,45
611,6/16/2012,488,0,1,45
611,7/6/2011,472,4,0,25
611,7/4/2014,399,0,1,25
611,5/30/2011,452,3,1,60
611,7/2/2012,388,0,1,80
611,6/17/2014,448,0,1,60
611,7/6/2011,472,0,1,40
611,7/4/2014,399,0,1,40
611,6/16/2012,488,0,1,95
611,7/1/2013,427,0,1,65
611,7/1/2013,427,6,0,30
611,7/1/2013,427,0,1,90
611,6/13/2011,505,1,1,75
611,5/31/2012,383,0,1,90
611,5/31/2012,383,5,1,100
611,6/17/2013,367,0,1,35
611,6/17/2014,448,2,1,75
611,5/30/2013,528,0,1,35
611,5/30/2011,452,1,1,45
611,5/30/2013,528,0,1,90
611,7/2/2012,388,2,1,15
612,5/30/2011,395,0,1,80
612,5/30/2011,395,1,1,90
612,7/4/2014,557,9,1,70
612,6/19/2014,591,4,1,60
612,6/16/2012,473,1,0,15
612,6/16/2012,473,7,1,45
612,7/4/2014,557,0,1,25
612,6/16/2012,473,8,1,95
612,6/17/2013,383,0,0,30
612,7/2/2012,409,0,1,95
612,6/19/2014,591,2,1,50
612,6/3/2014,532,0,1,75
612,7/2/2012,409,2,1,60
612,7/2/2012,409,8,1,20
612,6/17/2014,433,4,1,70
612,6/17/2014,433,9,0,50
612,7/4/2014,557,3,1,35
612,6/17/2013,383,1,1,40
612,6/17/2014,433,0,1,80
612,7/1/2013,412,2,0,55
612,7/6/2011,417,0,1,60
612,5/30/2013,514,0,1,70
612,6/13/2011,530,4,1,50
612,7/6/2011,417,4,1,60
613,7/2/2012,428,0,1,85
613,6/17/2014,417,0,1,45
613,7/2/2012,428,0,1,80
613,7/6/2011,433,1,1,90
613,7/2/2012,428,0,1,40
613,7/6/2011,433,0,1,80
613,6/3/2014,550,0,1,45
613,6/16/2012,451,6,1,45
613,6/3/2014,550,0,1,90
613,5/30/2011,420,0,1,40
613,5/30/2013,496,4,1,60
613,6/17/2014,417,1,1,45
613,6/13/2011,513,1,0,70
613,6/19/2014,568,0,1,30
613,5/31/2012,420,0,1,90
613,7/6/2011,433,0,1,70
613,6/17/2014,417,0,1,50
613,6/3/2014,550,0,0,35
613,7/1/2013,394,1,1,45
613,6/19/2014,568,0,1,30
613,6/19/2014,568,0,1,70
613,6/17/2014,417,8,0,30
613,5/31/2012,420,2,1,40
613,5/30/2011,420,9,0,20
613,5/30/2011,420,0,1,20
613,7/4/2014,540,0,1,15
613,7/1/2013,394,0,0,50
613,7/2/2012,428,1,1,85
613,6/17/2014,417,0,1,75
613,6/16/2012,451,1,1,90
614,6/19/2014,552,3,1,75
614,6/17/2014,400,0,1,55
614,6/3/2014,570,6,1,50
614,6/19/2014,552,4,0,30
614,7/6/2011,455,0,1,80
614,6/13/2011,492,0,1,45
614,7/4/2014,523,0,1,65
614,7/4/2014,523,0,1,40
614,6/16/2012,435,1,1,40
614,6/16/2012,435,0,1,50
614,6/17/2014,400,2,0,30
614,5/30/2013,476,1,1,70
614,5/30/2011,420,0,1,90
615,6/9/2014,445,0,1,70
615,5/30/2012,471,1,1,70
615,6/29/2013,507,0,1,30
615,6/20/2014,421,9,1,90
615,6/21/2014,510,0,0,45
615,6/14/2012,490,1,1,65
615,7/5/2011,555,7,1,40
615,7/5/2011,555,0,1,45
615,7/5/2011,555,2,1,50
615,5/30/2012,471,9,1,65
615,6/21/2014,510,0,1,25
615,6/14/2011,428,0,1,85
615,6/20/2014,421,2,0,90
615,6/29/2012,423,0,1,60
615,5/30/2012,471,1,1,80
615,7/7/2014,506,5,1,65
615,6/20/2014,421,0,1,90
615,6/14/2011,428,1,1,20
615,7/7/2014,506,0,1,60
615,6/14/2012,490,0,1,70
615,6/9/2014,445,0,1,80
615,6/15/2013,385,0,1,10
616,6/9/2014,422,9,0,70
616,6/14/2012,464,2,1,45
616,5/30/2012,449,0,0,30
616,6/15/2013,390,1,1,45
616,6/29/2013,424,7,1,90
616,6/29/2012,398,3,1,30
616,6/29/2013,424,0,1,90
616,6/9/2014,422,0,1,50
616,7/7/2014,526,0,1,40
616,6/15/2013,390,0,1,30
616,5/30/2012,449,0,1,90
616,6/14/2011,430,0,1,40
616,7/5/2011,493,1,1,90
616,6/14/2012,464,0,1,80
616,6/7/2011,492,3,1,70
616,6/21/2014,532,0,1,40
616,6/29/2012,398,1,1,40
616,6/14/2011,430,0,1,30
616,6/29/2012,398,0,1,45
616,6/9/2014,422,0,1,75
616,6/7/2011,492,2,1,45
616,6/29/2012,398,5,1,45
616,6/14/2011,430,2,1,60
616,6/21/2014,532,0,1,70
616,5/30/2012,449,6,1,85
616,7/7/2014,526,0,1,70
616,6/29/2012,398,3,1,35
616,7/5/2011,493,1,1,50
617,6/15/2013,366,0,1,50
617,6/9/2014,396,0,1,50
617,7/7/2014,546,0,1,40
617,6/29/2012,373,0,1,25
617,6/14/2012,442,0,1,75
617,7/7/2014,546,1,1,70
617,6/9/2014,396,0,1,75
617,6/14/2011,410,0,1,30
617,6/29/2012,373,1,1,90
617,6/14/2011,410,0,1,60
617,6/7/2011,509,4,1,85
617,6/15/2013,366,0,1,15
617,6/15/2013,366,0,1,30
617,6/29/2013,406,0,1,25
617,7/5/2011,517,0,1,45
617,6/14/2012,442,0,1,80
617,6/21/2014,552,0,1,40
617,6/20/2014,453,3,0,50
617,5/30/2012,416,2,1,90
617,6/29/2013,406,8,1,25
617,6/21/2014,552,0,0,30
617,6/21/2014,552,0,1,70
617,6/14/2011,410,1,1,80
617,6/29/2012,373,9,1,50
617,6/29/2012,373,9,0,30
617,5/29/2013,488,0,1,90
617,6/29/2012,373,6,1,45
617,6/21/2014,552,0,1,60
617,6/29/2012,373,0,1,65
618,6/29/2012,496,0,1,70
618,6/14/2011,470,6,1,80
618,6/14/2011,470,0,1,70
618,6/14/2011,470,5,1,65
618,5/30/2012,386,0,1,50
618,5/29/2013,417,0,1,60
618,7/7/2014,444,0,1,90
618,6/20/2014,505,0,1,35
618,6/29/2012,496,0,1,50
618,7/5/2011,449,1,1,65
618,6/20/2014,505,9,1,70
618,6/15/2013,428,1,1,70
618,5/29/2013,417,3,1,90
618,6/15/2013,428,1,1,60
618,7/7/2014,444,1,1,50
618,6/29/2013,465,9,0,40
618,6/21/2014,440,0,1,30
618,6/21/2014,440,0,1,60
618,6/29/2012,496,3,1,70
618,6/14/2012,422,0,1,60
618,6/9/2014,518,6,1,70
618,7/7/2014,444,0,1,60
618,6/7/2011,444,0,1,45
618,6/20/2014,505,0,1,90
618,6/9/2014,518,0,1,40
618,6/7/2011,444,9,0,40
618,6/9/2014,518,0,1,60
618,6/14/2012,422,0,1,80
618,7/5/2011,449,0,1,80
619,6/15/2013,409,1,1,40
619,6/14/2011,450,9,1,90
619,6/21/2014,459,0,1,40
619,5/30/2012,407,0,1,30
619,6/29/2013,447,0,1,45
619,6/29/2013,447,0,1,25
619,7/7/2014,463,0,1,45
619,5/30/2012,407,0,1,70
619,5/29/2013,440,1,1,80
619,6/9/2014,501,0,1,45
619,6/20/2014,521,3,0,30
619,7/5/2011,471,0,1,40
619,6/9/2014,501,5,0,40
619,6/7/2011,469,1,1,35
619,6/9/2014,501,0,1,75
619,6/7/2011,469,0,1,25
619,6/15/2013,409,0,1,80
619,7/7/2014,463,0,1,70
619,7/5/2011,471,0,1,25
619,6/29/2012,479,0,1,100
619,6/14/2012,577,0,1,55
619,6/14/2012,577,0,1,75
619,6/29/2013,447,0,1,40
619,7/7/2014,463,0,0,30
619,6/14/2011,450,0,1,45
619,6/15/2013,409,0,1,15
619,6/20/2014,521,3,1,55
619,6/21/2014,459,0,1,55
619,6/29/2012,479,0,1,100
619,6/29/2012,479,0,1,100
620,6/14/2012,523,0,1,60
620,6/29/2013,482,0,1,15
620,6/21/2014,482,0,1,75
620,6/14/2011,461,0,1,65
620,6/15/2013,408,0,1,15
620,6/29/2013,482,0,1,25
620,5/30/2012,431,0,1,100
620,7/5/2011,519,3,1,70
620,6/7/2011,503,2,0,10
620,6/7/2011,503,0,1,30
620,6/9/2014,474,5,0,50
620,5/30/2012,431,0,1,80
620,6/15/2013,408,2,1,30
620,6/29/2012,453,0,1,100
620,7/5/2011,519,0,1,60
620,7/7/2014,482,0,1,80
620,6/29/2012,453,0,1,40
620,6/29/2012,453,9,1,40
620,6/9/2014,474,0,1,90
620,6/20/2014,403,0,0,65
620,6/7/2011,503,0,0,25
621,6/20/2014,434,0,1,90
621,6/30/2012,469,0,1,90
621,6/30/2012,469,1,1,70
621,6/20/2014,434,0,1,45
621,6/14/2012,548,1,1,60
621,6/14/2012,548,0,1,90
621,6/20/2014,434,0,1,55
621,6/30/2012,469,9,1,80
621,5/29/2013,445,0,1,60
621,5/29/2013,445,2,1,45
621,5/30/2012,452,0,1,80
621,6/30/2012,469,0,1,75
621,7/5/2011,492,1,1,90
621,6/15/2013,428,0,1,70
621,6/11/2014,443,0,1,45
621,6/30/2012,469,4,1,60
621,5/30/2012,452,5,0,7
621,6/11/2014,443,0,1,90
621,7/5/2011,492,9,1,45
621,6/29/2013,464,4,1,40
621,7/7/2014,511,0,1,90
621,6/29/2013,464,0,1,25
621,6/29/2013,464,0,1,90
621,6/20/2014,434,0,0,40
622,6/30/2012,448,2,1,70
622,5/30/2012,443,0,1,95
622,5/29/2013,429,2,1,55
622,6/11/2014,423,0,1,30
622,6/7/2011,468,4,0,55
622,6/30/2012,448,2,1,90
622,6/7/2011,468,1,1,70
622,6/21/2014,478,4,1,60
622,6/15/2013,447,0,1,50
622,6/20/2014,417,0,1,70
622,6/21/2014,478,0,1,90
622,6/20/2014,417,0,1,25
622,5/29/2013,429,0,1,50
622,6/11/2014,423,0,1,70
622,6/20/2014,417,0,1,45
622,6/11/2014,423,0,1,60
622,6/19/2012,369,0,1,80
622,6/29/2013,445,0,1,75
622,6/14/2011,504,0,1,95
623,7/7/2014,475,0,1,50
623,6/15/2013,469,0,1,20
623,6/30/2012,428,0,1,100
623,6/19/2012,388,0,1,30
623,7/5/2011,447,0,1,40
623,6/19/2012,388,0,0,75
623,6/7/2011,447,7,0,80
623,6/15/2013,469,8,0,40
623,5/30/2012,423,0,0,40
623,6/20/2014,398,0,1,50
623,6/20/2014,398,0,1,30
623,6/20/2014,398,0,1,70
623,6/19/2012,388,NA,1,85
623,6/20/2014,398,0,1,50
623,6/30/2012,428,0,1,60
623,6/30/2012,428,0,1,40
623,5/30/2012,423,0,1,90
623,7/5/2011,447,0,1,40
623,6/19/2012,388,5,0,25
623,6/7/2011,447,0,1,70
623,6/29/2013,422,6,1,80
623,6/29/2013,422,0,1,30
623,6/11/2014,404,0,1,50
623,6/11/2014,404,4,1,85
623,6/11/2014,404,0,1,70
623,6/30/2012,428,9,1,90
624,6/7/2011,389,0,1,85
624,6/20/2014,503,3,1,40
624,6/9/2014,570,0,1,75
624,6/30/2012,343,0,1,100
624,6/14/2011,534,0,1,50
624,5/30/2012,363,0,1,85
624,6/29/2013,350,0,1,25
624,6/15/2013,485,5,1,40
624,6/14/2012,356,0,1,65
624,6/20/2014,503,0,1,50
624,6/29/2013,350,0,1,25
624,6/14/2011,534,0,1,40
624,6/14/2012,356,0,1,80
624,6/15/2013,485,0,1,70
624,6/14/2011,534,2,1,30
624,6/29/2013,350,0,1,30
624,6/9/2014,570,0,1,50
624,5/30/2012,363,0,1,100
624,6/20/2014,503,0,1,60
624,7/7/2014,398,5,0,55
624,6/21/2014,385,0,1,35
624,6/7/2011,389,3,1,95
624,5/29/2013,354,3,0,35
624,5/29/2013,354,0,1,80
624,5/29/2013,354,0,1,70
624,7/7/2014,398,0,1,80
625,6/14/2012,380,0,1,95
625,7/7/2014,400,0,1,80
625,7/5/2011,409,1,1,80
625,6/9/2014,552,0,1,85
625,6/14/2011,512,0,1,65
625,6/29/2013,369,2,1,35
625,6/14/2012,380,1,0,60
625,6/7/2011,408,1,1,75
625,7/7/2014,400,3,0,30
625,5/30/2012,383,0,1,60
625,6/21/2014,400,0,1,45
625,6/21/2014,400,0,1,80
625,6/29/2012,534,0,1,95
625,6/29/2013,369,0,1,80
625,6/29/2013,369,5,1,30
626,5/30/2012,368,0,1,80
626,6/9/2014,536,0,1,80
626,7/5/2011,429,6,1,80
626,6/29/2013,386,4,1,85
626,7/5/2011,429,0,1,90
626,7/5/2011,429,1,0,30
626,5/30/2012,368,0,1,75
626,6/15/2013,445,1,1,30
626,7/7/2014,424,0,1,80
626,5/30/2012,368,0,1,40
626,6/15/2013,445,0,1,50
626,6/14/2012,401,0,1,50
626,6/21/2014,414,0,1,80
626,6/9/2014,536,0,1,65
626,7/7/2014,424,0,1,25
626,6/29/2013,386,0,1,70
626,7/5/2011,429,0,1,65
626,5/29/2013,385,9,1,40
626,6/15/2013,445,2,0,30
627,6/7/2011,428,0,1,60
627,6/15/2013,490,0,1,50
627,7/5/2011,426,0,1,70
627,6/11/2014,384,0,1,50
627,7/5/2011,426,6,0,40
627,5/30/2012,405,0,0,55
627,6/19/2012,406,0,1,20
627,6/7/2011,428,7,0,30
627,7/5/2011,426,2,1,95
627,6/19/2012,406,0,1,75
627,6/11/2014,384,2,1,40
627,6/21/2014,438,7,1,50
627,6/20/2014,465,1,1,70
627,6/29/2013,403,0,1,40
627,6/21/2014,438,0,1,75
627,6/11/2014,384,0,1,90
627,5/30/2012,405,0,1,50
627,6/20/2014,465,0,1,35
627,6/14/2011,543,0,1,85
627,6/20/2014,465,6,0,40
628,6/14/2011,562,7,1,20
628,7/5/2011,408,0,1,80
628,6/30/2012,390,3,1,90
629,7/3/2012,490,2,1,100
629,7/3/2012,490,1,1,80
629,6/16/2014,387,0,1,50
629,6/16/2014,387,5,1,75
631,6/6/2014,392,0,1,80
632,7/3/2012,471,1,1,70
632,6/16/2014,408,0,1,60
632,6/30/2011,479,2,0,30
632,6/30/2011,479,1,1,50
633,5/31/2012,376,0,1,95
633,6/16/2014,427,0,1,80
633,7/3/2012,393,0,1,40
633,6/2/2011,464,9,1,95
634,7/1/2014,409,1,1,60
634,7/3/2012,371,0,1,80
634,6/16/2014,443,0,1,45
634,7/3/2012,371,0,1,100
634,7/1/2014,409,7,1,20
634,6/14/2012,476,0,1,60
634,7/3/2012,371,9,1,60
634,6/15/2013,379,0,1,50
634,5/31/2012,394,0,1,80
634,6/30/2011,423,2,1,65
634,6/14/2012,476,0,1,45
634,5/31/2012,394,3,1,55
634,6/18/2014,405,0,1,25
634,5/31/2012,394,0,1,75
634,6/18/2014,405,2,1,50
634,6/14/2012,476,4,1,95
634,6/2/2011,480,0,1,45
635,6/2/2011,510,1,0,60
635,6/2/2011,510,4,1,75
635,6/30/2011,402,0,1,70
635,6/29/2013,407,0,1,80
635,6/18/2014,386,0,1,85
635,6/2/2011,510,0,0,40
635,6/18/2014,386,0,1,60
635,7/1/2014,390,1,0,85
635,6/29/2013,407,0,1,45
635,7/3/2012,508,3,1,95
635,6/16/2014,461,0,1,80
635,6/16/2014,461,0,1,70
635,6/18/2014,386,0,1,15
635,6/18/2014,386,0,1,75
635,7/1/2014,390,1,1,20
635,6/6/2014,519,0,1,90
635,7/3/2012,508,0,1,65
635,6/29/2013,407,0,1,60
635,6/14/2012,365,0,1,25
635,5/30/2012,596,5,1,60
635,6/15/2013,344,1,1,40
635,6/14/2012,365,0,1,50
635,7/1/2014,390,0,1,60
