point,date,time,first_det,song,distance
358,5/29/2013,414,0,0,35
358,6/17/2014,419,7,0,40
358,6/7/2014,524,3,0,30
358,6/16/2014,480,4,0,45
358,6/29/2012,370,0,1,40
358,6/29/2012,370,0,1,30
358,6/7/2014,524,0,1,60
359,7/6/2011,468,5,1,40
359,5/30/2012,374,0,1,80
359,7/6/2011,468,4,0,50
359,7/1/2013,381,0,1,45
359,7/3/2014,498,0,0,35
359,7/6/2011,468,0,1,75
359,5/30/2012,374,3,1,60
360,6/21/2011,496,3,1,90
360,6/17/2014,504,0,1,25
360,5/30/2012,396,4,1,45
360,5/30/2012,396,0,1,50
360,6/29/2012,458,6,1,30
360,6/17/2014,504,1,1,45
360,6/5/2014,525,8,1,65
361,6/3/2011,495,5,1,80
361,5/30/2012,401,0,1,60
361,7/6/2011,418,0,1,15
361,7/6/2011,418,0,1,20
361,7/6/2011,418,2,1,50
361,6/16/2014,503,0,1,65
361,6/3/2011,495,0,1,75
361,5/29/2013,497,0,1,95
362,6/29/2012,420,0,1,25
362,6/21/2011,413,0,1,50
362,7/3/2014,450,0,1,80
362,6/16/2014,523,8,1,65
362,6/21/2011,413,0,1,15
362,6/15/2013,381,0,1,35
362,6/3/2011,460,2,1,65
362,6/29/2012,420,3,1,50
362,6/3/2011,460,4,1,55
362,7/6/2011,525,5,1,40
363,6/15/2013,374,2,0,40
363,6/17/2014,473,0,0,90
363,6/21/2011,388,0,1,75
364,5/29/2013,459,2,1,85
364,6/14/2012,544,5,1,90
364,7/3/2014,396,0,1,75
364,6/14/2012,544,0,1,45
364,6/17/2014,405,0,0,25
364,7/3/2014,396,5,1,25
364,6/29/2012,438,0,0,30
364,6/17/2014,405,0,1,35
364,7/1/2013,389,0,1,70
364,5/30/2012,421,1,1,80
364,7/1/2013,389,0,1,60
365,6/14/2012,459,0,1,45
365,6/15/2013,467,2,0,65
365,5/29/2013,390,1,1,90
365,6/3/2011,567,0,1,70
365,7/6/2011,383,5,1,95
365,6/14/2012,459,6,1,45
365,6/29/2012,375,0,1,10
365,7/3/2014,484,5,0,100
365,6/29/2012,375,0,1,80
365,5/30/2012,510,2,1,90
365,6/3/2011,567,0,1,90
365,6/16/2014,562,0,1,75
365,6/21/2011,384,0,1,40
365,6/16/2014,562,2,1,75
366,6/29/2012,415,3,1,60
366,5/30/2012,450,2,1,75
366,5/30/2012,450,0,1,40
366,6/29/2012,415,5,0,25
366,6/29/2012,415,3,1,35
366,6/21/2011,430,0,1,40
367,7/3/2014,460,1,1,65
367,6/5/2014,416,0,1,75
367,5/30/2012,375,NA,1,30
367,7/6/2011,396,0,1,80
367,7/6/2011,396,0,1,40
367,7/1/2013,409,1,1,35
367,6/21/2011,439,0,1,15
367,6/17/2014,475,2,0,45
367,6/15/2013,390,2,1,15
367,6/3/2011,555,1,1,80
367,7/3/2014,460,0,1,40
368,6/21/2011,403,0,1,35
368,5/29/2013,411,0,1,35
368,5/30/2012,482,3,1,20
368,6/14/2012,486,0,1,100
368,6/29/2012,394,0,1,30
368,7/6/2011,401,0,1,85
368,6/15/2013,449,9,1,95
368,5/29/2013,411,0,1,75
368,6/3/2011,549,1,1,60
374,6/9/2014,564,0,1,50
374,6/30/2012,471,1,1,20
374,6/9/2014,564,2,1,65
374,7/15/2014,432,2,1,65
374,6/26/2014,382,0,1,60
374,7/7/2013,457,0,1,30
374,6/21/2011,507,6,1,85
374,6/26/2014,382,0,1,40
374,7/7/2013,457,2,1,90
374,6/30/2012,471,0,1,45
374,7/15/2014,432,1,0,35
374,7/7/2011,465,0,1,30
374,6/28/2014,419,0,1,55
374,5/31/2012,498,0,1,50
374,6/21/2011,507,8,1,70
374,7/7/2011,465,1,1,75
374,6/4/2011,444,2,1,65
374,6/4/2011,444,5,1,50
374,6/30/2012,471,0,1,100
375,6/18/2012,382,1,1,85
375,6/4/2011,391,0,1,80
375,7/15/2014,391,7,0,5
375,5/31/2012,544,0,1,50
375,6/18/2012,382,0,1,80
375,6/28/2014,379,3,0,5
375,6/30/2012,510,8,0,40
375,6/18/2012,382,0,1,95
375,6/21/2011,550,8,1,80
375,6/28/2014,379,9,1,15
375,7/7/2013,396,0,1,70
375,6/21/2011,550,0,1,65
375,7/7/2013,396,0,1,50
375,7/15/2014,391,0,1,30
375,6/18/2012,382,7,1,65
375,7/7/2011,411,0,1,50
375,6/4/2011,391,0,1,60
375,6/26/2014,505,0,1,40
375,7/7/2013,396,0,1,35
375,7/7/2011,411,0,1,70
375,6/21/2011,550,0,1,40
375,6/26/2014,505,0,1,70
375,7/7/2013,396,0,1,65
375,7/7/2011,411,4,1,50
375,6/30/2012,510,0,1,40
375,6/18/2013,571,0,1,45
376,6/21/2011,571,0,1,90
376,7/7/2011,389,0,1,30
376,6/9/2014,373,1,1,90
376,6/2/2013,411,0,1,60
376,5/31/2012,368,0,1,60
376,6/9/2014,373,0,1,55
376,6/18/2013,568,2,1,70
376,6/21/2011,571,3,1,85
376,7/7/2013,414,0,0,45
376,6/4/2011,369,0,1,65
377,6/21/2011,377,1,1,10
377,5/31/2012,387,0,1,30
377,6/21/2011,377,0,1,30
377,6/26/2014,360,5,1,45
377,7/7/2011,438,3,1,35
377,7/7/2011,438,7,1,35
377,6/28/2014,367,0,1,45
377,6/2/2013,371,2,1,90
377,6/28/2014,367,0,1,70
377,6/26/2014,360,0,1,60
377,7/7/2013,375,0,1,50
377,6/2/2013,371,0,1,55
377,7/15/2014,383,0,1,70
377,7/15/2014,383,0,1,40
377,7/15/2014,383,0,1,60
377,6/21/2011,377,0,0,15
377,6/28/2014,367,3,1,70
377,6/21/2011,377,0,1,75
377,6/16/2012,532,0,1,45
377,7/7/2013,375,4,0,40
378,7/15/2014,408,1,1,40
378,7/15/2014,408,0,1,60
378,7/15/2014,408,0,1,75
378,6/16/2012,508,0,1,25
378,6/30/2012,427,1,1,20
378,6/21/2011,396,0,1,45
378,6/30/2012,427,0,1,15
378,6/26/2014,380,0,1,70
378,6/9/2014,515,9,1,90
378,6/28/2014,387,1,1,90
378,7/7/2011,421,2,1,50
378,5/31/2012,410,0,1,50
378,6/26/2014,380,0,1,30
378,7/7/2011,421,0,1,70
378,7/7/2013,398,0,1,15
378,7/7/2013,398,0,1,60
378,6/28/2014,387,5,0,35
378,6/28/2014,387,1,1,35
378,6/21/2011,396,1,1,20
378,6/28/2014,387,0,1,40
378,6/2/2013,391,0,1,45
379,6/9/2014,455,2,1,85
379,7/7/2011,403,0,1,60
379,6/26/2014,438,0,1,65
379,6/30/2012,443,0,1,50
379,6/9/2014,455,0,1,80
379,6/21/2011,422,0,0,40
379,7/15/2014,429,8,0,45
379,6/21/2011,422,0,0,50
379,7/7/2011,403,3,1,60
379,6/28/2014,404,0,1,60
379,7/15/2014,429,0,1,70
379,7/15/2014,429,0,1,45
379,7/7/2011,403,5,1,75
380,7/15/2014,390,0,0,10
380,6/30/2012,464,2,0,40
380,7/7/2011,542,0,1,70
380,6/9/2014,436,7,1,60
380,6/16/2012,410,0,1,50
380,5/31/2012,488,0,1,40
381,6/30/2012,483,0,1,70
381,6/26/2014,405,6,1,70
381,6/30/2012,483,6,1,30
381,7/15/2014,410,9,1,80
381,6/21/2011,462,5,1,20
381,7/7/2013,499,3,1,30
381,6/26/2014,405,6,1,50
381,6/28/2014,396,0,1,90
381,7/7/2013,499,0,1,65
381,6/4/2011,493,4,1,65
381,6/21/2011,462,3,1,65
381,6/9/2014,536,1,1,75
381,5/31/2012,509,1,0,25
381,6/4/2011,493,3,1,40
381,6/21/2011,462,0,1,25
381,7/7/2011,516,0,1,25
381,7/7/2011,516,0,1,80
382,7/7/2013,417,4,1,60
382,7/7/2011,589,2,1,70
382,7/15/2014,464,0,1,75
382,6/30/2012,361,0,1,90
382,6/28/2014,441,0,1,50
382,6/28/2014,441,3,0,35
382,6/21/2011,415,5,1,60
382,6/28/2014,441,0,1,70
382,7/15/2014,464,0,1,25
382,6/26/2014,399,0,1,75
383,6/21/2011,390,0,1,35
383,7/7/2011,568,0,1,50
383,6/16/2012,463,1,1,65
383,5/31/2012,448,0,0,40
383,6/26/2014,418,5,1,30
383,7/7/2011,568,0,1,75
383,6/28/2014,422,2,0,50
383,6/21/2011,390,5,1,40
383,6/26/2014,418,0,1,65
383,6/28/2014,422,2,1,75
383,7/15/2014,447,0,1,65
383,6/28/2014,422,4,1,60
383,7/15/2014,447,7,0,5
383,6/9/2014,473,0,1,90
383,7/15/2014,447,0,1,30
384,7/1/2012,514,3,1,80
384,6/29/2014,395,0,1,85
384,7/16/2014,414,0,1,65
384,6/6/2011,408,8,1,35
384,6/27/2014,413,0,1,75
384,7/11/2011,504,0,1,70
384,7/16/2014,414,0,1,20
384,6/25/2011,465,0,1,20
384,7/2/2013,387,2,1,20
384,6/25/2011,465,4,1,70
384,6/6/2011,408,1,1,65
384,6/17/2013,383,0,1,80
384,6/2/2012,401,0,1,85
384,7/2/2013,387,0,1,40
384,6/27/2014,413,7,0,70
384,6/13/2014,474,9,0,10
384,6/29/2014,395,0,1,35
384,6/18/2012,499,0,1,80
384,6/27/2014,413,1,0,25
384,6/29/2014,395,0,1,40
384,7/2/2013,387,0,1,100
384,6/18/2012,499,0,1,20
384,6/17/2013,383,0,1,15
384,6/27/2014,413,3,1,40
384,6/2/2012,401,0,1,50
384,7/11/2011,504,9,0,20
385,7/1/2012,493,7,1,45
385,6/2/2012,559,0,1,45
385,7/16/2014,395,5,1,45
385,6/25/2011,496,0,1,75
385,7/11/2011,396,4,1,25
385,6/25/2011,496,1,1,70
385,6/13/2014,452,0,1,65
385,6/6/2011,388,0,1,90
385,6/18/2012,381,4,1,40
385,7/11/2011,396,0,1,40
385,6/18/2012,381,0,1,30
385,6/17/2013,365,3,1,20
385,6/17/2013,365,0,1,45
385,6/2/2012,559,0,1,80
385,7/16/2014,395,0,1,90
385,6/17/2013,365,0,1,80
386,7/2/2013,378,0,1,50
386,6/18/2012,403,5,1,20
386,6/2/2012,537,0,1,50
386,5/30/2013,577,0,1,65
386,7/11/2011,412,0,1,25
386,7/11/2011,412,0,1,30
386,7/11/2011,412,0,1,75
386,7/1/2012,453,1,1,80
386,7/2/2013,378,5,0,7
386,6/29/2014,438,0,1,60
386,6/6/2011,406,4,0,60
386,6/17/2013,370,5,1,85
386,7/2/2013,378,0,1,60
386,6/17/2013,370,0,1,75
386,7/11/2011,412,0,1,15
386,7/1/2012,453,0,1,50
386,6/29/2014,438,0,1,25
386,6/27/2014,447,3,1,40
386,7/16/2014,450,2,1,80
386,6/18/2012,403,0,1,55
386,6/6/2011,406,0,1,30
386,6/25/2011,475,2,1,70
386,6/18/2012,403,0,1,30
386,6/27/2014,447,0,1,90
386,6/18/2012,403,0,1,90
386,6/25/2011,475,0,1,40
386,7/16/2014,450,0,0,10
386,6/6/2011,406,2,1,55
386,7/16/2014,450,0,1,20
386,6/17/2013,370,0,1,90
387,6/13/2014,500,0,1,55
387,6/25/2011,443,0,1,85
387,7/16/2014,439,0,1,50
387,6/6/2011,433,3,1,20
387,6/17/2013,388,0,1,60
387,6/2/2012,424,0,1,60
387,7/11/2011,522,0,1,90
387,6/29/2014,422,4,0,45
387,7/16/2014,439,0,1,40
387,7/11/2011,522,0,1,50
387,6/18/2012,503,0,1,50
387,6/2/2012,424,0,1,60
387,6/29/2014,422,0,1,40
387,7/11/2011,522,0,1,30
387,7/1/2012,473,2,1,35
387,6/17/2013,388,0,1,30
387,6/13/2014,500,0,1,75
387,7/2/2013,402,0,1,95
387,6/25/2011,443,0,1,55
387,7/2/2013,402,0,0,25
387,7/2/2013,402,0,0,25
387,6/18/2012,503,0,1,70
387,7/11/2011,522,3,0,40
387,6/17/2013,388,1,1,95
387,6/6/2011,433,1,0,15
387,6/6/2011,433,0,1,90
387,6/18/2012,503,0,1,45
387,7/16/2014,439,5,1,65
387,6/29/2014,422,0,1,65
387,6/25/2011,443,0,1,80
388,6/17/2013,414,0,1,40
388,6/18/2012,460,2,1,10
388,6/18/2012,460,0,1,40
388,6/13/2014,494,0,1,70
388,6/6/2011,459,4,1,40
388,6/25/2011,421,1,1,55
388,6/2/2012,421,0,1,40
388,7/2/2013,432,1,1,85
388,6/17/2013,414,4,1,60
388,6/17/2013,414,0,1,15
388,6/27/2014,412,0,1,25
388,6/6/2011,459,3,0,35
388,5/30/2013,474,0,1,60
388,6/25/2011,421,0,1,40
388,6/2/2012,421,5,0,40
388,7/11/2011,452,0,1,20
388,7/11/2011,452,3,1,60
388,7/1/2012,480,5,1,80
388,6/2/2012,421,0,1,95
388,6/6/2011,459,0,1,80
388,6/25/2011,421,0,1,65
388,7/11/2011,452,7,0,40
388,6/18/2012,460,0,1,15
388,7/16/2014,448,4,0,25
388,7/2/2013,432,2,1,60
388,6/27/2014,412,0,1,65
388,7/16/2014,448,4,0,35
388,7/2/2013,432,0,1,70
389,6/18/2012,441,2,1,35
389,6/25/2011,402,0,1,40
389,6/6/2011,484,0,1,35
389,6/18/2012,441,0,1,40
389,7/11/2011,433,5,1,85
389,6/18/2012,441,0,1,25
389,7/2/2013,455,0,1,80
389,6/25/2011,402,2,1,60
389,6/6/2011,484,3,0,15
389,6/17/2013,438,0,1,20
389,7/2/2013,455,0,1,95
389,7/11/2011,433,2,1,70
389,5/30/2013,447,8,1,50
389,6/6/2011,484,4,1,50
389,6/13/2014,474,1,1,30
389,6/27/2014,432,0,1,20
389,6/29/2014,402,5,1,90
389,6/6/2011,484,6,0,50
389,6/13/2014,474,9,0,45
389,6/17/2013,438,0,1,60
389,7/11/2011,433,5,1,50
389,6/27/2014,432,6,0,60
389,6/25/2011,402,5,1,30
389,5/30/2013,447,9,1,60
389,7/11/2011,433,0,1,40
389,6/2/2012,444,0,1,40
389,6/2/2012,444,0,1,50
389,7/16/2014,430,0,1,90
389,7/11/2011,433,0,1,60
389,6/13/2014,474,8,1,10
389,7/1/2012,460,0,1,50
389,6/18/2012,441,0,1,65
389,6/29/2014,402,9,0,50
389,6/27/2014,432,0,1,100
389,7/1/2012,460,0,1,45
390,7/11/2011,490,1,1,40
390,6/17/2013,405,0,1,80
390,6/27/2014,376,0,1,70
390,7/1/2012,415,5,1,50
390,6/18/2012,487,0,1,40
390,7/16/2014,421,0,1,65
390,6/6/2011,489,0,1,95
390,6/6/2011,489,4,0,75
390,7/1/2012,415,1,1,25
390,5/30/2013,516,1,1,50
390,6/6/2011,489,5,0,90
390,5/30/2013,516,3,0,30
390,6/27/2014,376,0,1,80
390,6/29/2014,405,0,1,45
390,6/17/2013,405,0,1,50
390,6/17/2013,405,0,1,70
390,6/25/2011,386,1,1,40
390,6/2/2012,447,0,1,35
390,7/2/2013,423,3,1,40
390,6/18/2012,487,6,0,60
390,7/16/2014,421,0,1,40
390,6/13/2014,525,6,1,55
390,6/29/2014,405,2,1,70
390,6/18/2012,487,3,1,100
390,7/2/2013,423,0,1,50
390,6/25/2011,386,0,1,75
390,6/25/2011,386,1,1,50
390,7/16/2014,421,0,0,45
390,6/13/2014,525,5,0,65
390,6/25/2011,386,0,1,80
390,6/29/2014,405,2,0,40
390,6/2/2012,447,5,1,50
390,7/16/2014,421,0,1,80
391,6/25/2011,452,0,1,25
391,6/18/2012,422,0,1,70
391,6/25/2011,452,1,1,80
391,7/1/2012,433,1,1,50
391,5/30/2013,489,0,1,35
391,6/2/2012,517,0,1,25
391,6/29/2014,413,0,1,80
391,6/6/2011,424,7,1,45
391,6/17/2013,423,2,1,65
391,6/6/2011,424,2,1,85
391,6/29/2014,413,0,1,30
391,6/25/2011,452,0,1,40
391,6/2/2012,517,0,1,35
391,6/13/2014,416,0,1,75
391,7/16/2014,422,0,0,25
391,6/6/2011,424,5,1,100
391,6/17/2013,423,4,1,85
391,7/11/2011,429,2,0,25
391,7/11/2011,429,0,1,50
391,6/13/2014,416,0,1,65
391,7/11/2011,429,1,1,30
391,6/27/2014,465,0,1,55
391,7/2/2013,441,0,1,100
391,6/27/2014,465,0,1,75
391,7/2/2013,441,4,1,60
391,7/1/2012,433,3,1,70
391,6/18/2012,422,4,0,30
391,6/29/2014,413,0,1,20
391,6/25/2011,452,1,1,50
392,6/13/2014,395,8,0,35
392,6/13/2014,395,0,1,20
392,7/1/2012,373,0,1,80
392,6/6/2011,446,6,1,35
392,6/25/2011,434,0,1,60
392,7/16/2014,404,2,0,30
392,6/18/2012,444,0,1,90
392,6/25/2011,434,6,1,20
392,7/2/2013,460,0,1,80
392,6/17/2013,445,0,1,60
392,6/25/2011,434,4,1,75
392,6/25/2011,434,0,1,40
392,7/11/2011,448,0,1,40
392,6/25/2011,434,0,1,70
392,6/6/2011,446,1,1,100
392,7/16/2014,404,0,1,40
392,7/1/2012,373,8,0,10
392,6/17/2013,445,0,1,80
392,7/2/2013,460,0,1,35
392,6/29/2014,393,0,1,15
392,7/2/2013,460,0,1,20
392,6/29/2014,393,0,1,10
392,6/18/2012,444,0,0,20
392,6/2/2012,496,0,1,55
392,6/18/2012,444,0,1,20
392,6/2/2012,496,3,1,45
392,6/2/2012,496,0,1,90
392,6/2/2012,496,1,1,25
392,7/11/2011,448,NA,1,40
393,6/13/2014,392,0,1,90
393,7/2/2013,482,0,1,70
393,7/16/2014,401,0,1,60
393,6/17/2013,466,2,1,65
393,7/2/2013,482,0,1,50
393,6/27/2014,498,6,0,20
393,7/11/2011,472,3,1,70
393,6/27/2014,498,0,1,40
393,6/18/2012,466,5,1,50
393,6/25/2011,408,0,1,75
393,7/11/2011,472,0,0,25
393,7/2/2013,482,0,1,80
393,7/16/2014,401,6,1,40
393,6/25/2011,408,1,1,80
393,6/2/2012,469,7,0,40
393,6/18/2012,466,0,1,90
393,6/6/2011,468,1,1,85
393,6/2/2012,469,3,1,60
393,6/25/2011,408,0,1,40
393,6/6/2011,468,0,1,60
393,7/11/2011,472,0,1,30
393,6/25/2011,408,2,1,70
393,7/16/2014,401,0,1,50
393,6/25/2011,408,1,1,75
393,6/29/2014,386,6,0,45
393,6/29/2014,386,0,1,70
393,7/16/2014,401,0,1,70
393,6/27/2014,498,0,1,35
393,7/11/2011,472,0,1,45
393,6/29/2014,386,0,1,40
393,6/17/2013,466,2,1,80
393,7/1/2012,395,0,1,45
393,6/18/2012,466,5,1,30
393,6/6/2011,468,7,1,65
394,6/25/2011,381,0,1,40
394,6/18/2012,423,0,1,35
394,6/6/2011,505,2,1,90
394,6/18/2012,423,2,0,35
394,6/27/2014,451,2,0,20
394,6/17/2013,459,0,1,60
394,6/29/2014,386,4,1,60
394,7/11/2011,411,0,1,90
394,7/16/2014,410,2,1,60
394,7/1/2012,440,1,1,80
394,7/11/2011,411,0,1,50
394,6/25/2011,381,9,1,70
394,7/2/2013,479,0,1,80
394,7/11/2011,411,0,1,95
394,7/1/2012,440,0,1,55
394,6/13/2014,446,0,1,90
394,6/27/2014,451,0,1,80
394,6/27/2014,451,0,1,70
394,6/13/2014,446,7,1,40
394,6/17/2013,459,0,1,80
395,6/27/2014,392,0,1,80
395,7/2/2013,408,0,1,55
395,6/17/2013,401,0,1,80
395,6/6/2011,388,0,1,30
395,6/13/2014,521,1,1,50
395,6/25/2011,491,1,1,80
395,7/11/2011,479,0,1,60
395,6/6/2011,388,0,1,80
395,6/29/2014,423,0,1,65
395,6/17/2013,401,1,1,40
395,6/17/2013,401,0,1,20
395,6/2/2012,395,0,1,90
395,7/16/2014,435,5,1,40
395,7/16/2014,435,3,1,65
395,6/25/2011,491,0,1,60
395,6/27/2014,392,0,1,20
395,7/2/2013,408,0,1,85
395,6/29/2014,423,0,1,85
395,6/2/2012,395,0,1,35
395,6/27/2014,392,0,1,100
395,7/16/2014,435,0,1,30
395,6/18/2012,479,0,1,80
395,5/30/2013,510,0,1,30
395,5/30/2013,510,0,1,70
395,6/29/2014,423,2,0,40
401,6/12/2014,393,0,1,60
401,6/27/2014,404,0,1,60
401,6/17/2013,362,0,1,60
401,6/17/2013,362,0,1,95
401,7/13/2014,398,0,1,40
401,7/2/2013,477,0,1,90
401,6/2/2012,501,0,1,90
401,6/6/2011,472,2,1,75
401,6/6/2011,472,1,1,80
401,7/13/2014,398,0,1,45
401,6/6/2011,472,0,1,60
401,6/6/2011,472,4,1,50
401,6/18/2012,401,0,1,40
401,7/11/2011,401,5,0,15
401,6/25/2011,606,0,1,35
401,6/27/2014,404,5,0,40
401,7/1/2012,471,0,1,50
402,7/2/2013,455,9,0,80
402,6/2/2012,448,0,1,50
402,6/6/2011,523,0,0,40
402,6/6/2011,523,0,1,40
402,6/6/2011,523,0,1,55
402,6/25/2014,477,0,1,35
402,6/2/2012,448,6,1,55
402,6/11/2014,436,5,1,50
402,6/2/2012,448,0,1,65
402,6/6/2011,523,0,1,70
402,7/11/2011,439,7,1,90
402,7/2/2013,455,0,1,40
402,6/25/2011,395,2,1,50
402,7/1/2012,409,0,1,80
402,7/2/2013,455,0,1,55
402,7/13/2014,442,0,1,70
402,6/27/2014,450,0,1,45
402,6/18/2012,447,1,1,25
402,6/17/2013,415,2,1,65
402,7/11/2011,439,3,1,90
402,6/27/2014,450,0,1,55
402,7/13/2014,442,1,1,60
402,7/11/2011,439,0,1,85
403,6/6/2011,545,0,1,50
403,7/1/2012,389,0,1,90
403,6/2/2012,420,0,1,85
403,6/25/2011,377,2,1,80
403,6/25/2011,377,0,1,40
403,6/2/2012,420,0,1,60
403,6/27/2014,559,5,1,40
403,6/27/2014,559,2,1,45
403,6/17/2013,431,6,0,70
403,6/6/2011,545,0,1,60
403,7/11/2011,458,0,1,90
404,6/6/2011,499,0,1,60
404,6/2/2012,508,1,1,80
404,6/17/2013,420,2,1,50
404,6/25/2014,421,0,1,45
404,6/25/2011,425,0,1,75
404,6/12/2014,396,0,1,25
404,6/17/2013,420,0,1,30
404,6/18/2012,427,0,1,25
404,7/2/2013,395,1,0,15
404,6/6/2011,499,0,1,30
404,6/25/2014,421,3,1,70
404,6/25/2011,425,1,1,20
404,7/11/2011,540,0,0,25
404,6/6/2011,499,6,1,100
404,6/2/2012,508,6,0,30
404,6/2/2012,508,5,1,45
404,7/13/2014,435,0,1,30
404,6/25/2014,421,0,0,40
404,7/2/2013,395,0,1,40
404,7/2/2013,395,0,1,50
404,7/13/2014,435,7,0,65
404,7/1/2012,443,0,1,12
404,7/1/2012,443,0,1,25
405,6/25/2011,394,0,1,20
405,6/2/2012,536,0,1,20
405,7/1/2012,421,0,1,45
405,7/11/2011,517,0,1,90
405,6/2/2012,536,0,0,10
405,7/11/2011,517,0,1,30
405,7/1/2012,421,0,0,15
405,6/27/2014,418,4,1,40
405,6/2/2012,536,0,1,50
405,7/11/2011,517,8,0,60
405,6/27/2014,418,0,1,40
405,6/18/2012,405,0,1,40
405,7/2/2013,433,0,1,80
405,7/2/2013,433,0,1,10
405,6/18/2012,405,0,1,65
405,7/13/2014,415,0,0,70
405,7/13/2014,415,0,1,80
405,7/13/2014,415,0,1,60
405,6/17/2013,396,0,1,35
405,6/2/2012,536,5,1,80
405,6/25/2014,400,1,1,70
405,7/11/2011,517,0,1,45
405,6/25/2014,400,0,1,45
405,6/6/2011,522,0,1,30
405,6/25/2011,394,0,1,80
405,6/12/2014,425,0,1,35
405,6/6/2011,522,2,1,50
406,7/13/2014,461,0,0,10
406,6/25/2011,573,0,1,90
406,6/27/2014,475,9,0,45
406,6/25/2014,402,0,1,75
406,6/2/2012,576,2,0,40
406,6/2/2012,576,0,1,90
406,5/30/2013,406,0,1,90
406,6/6/2011,428,0,1,70
406,7/1/2012,397,0,1,35
406,6/25/2011,573,4,1,25
406,7/13/2014,461,0,1,55
406,6/25/2011,573,0,1,60
406,6/25/2011,573,0,1,20
406,7/11/2011,494,0,1,75
406,6/27/2014,475,0,1,60
406,7/2/2013,516,0,1,50
406,6/25/2014,402,0,1,45
406,6/17/2013,508,0,1,40
406,6/18/2012,378,3,1,70
407,7/11/2011,476,0,1,100
407,6/6/2011,402,0,1,70
407,6/27/2014,496,0,1,45
407,7/1/2012,378,1,1,95
407,6/18/2012,366,1,1,40
407,7/11/2011,476,0,1,85
407,6/6/2011,402,0,1,60
407,6/6/2011,402,2,1,40
407,6/25/2011,543,3,1,70
407,7/11/2011,476,8,0,90
407,5/30/2013,382,8,1,80
407,7/13/2014,480,0,1,30
407,5/30/2013,382,7,1,55
407,6/17/2013,510,0,1,35
407,7/1/2012,378,5,0,20
407,5/30/2013,382,0,1,50
407,6/12/2014,449,0,1,90
407,6/12/2014,449,0,1,90
407,6/17/2013,510,2,1,65
407,6/2/2012,547,0,1,80
407,6/25/2014,381,1,1,75
407,7/13/2014,480,4,1,90
407,7/13/2014,480,6,0,45
408,6/25/2014,503,0,1,80
408,6/27/2014,386,3,1,45
408,7/11/2011,554,0,1,45
408,7/13/2014,386,0,1,65
408,6/25/2011,524,6,1,60
408,7/11/2011,554,2,1,25
408,7/2/2013,365,1,1,80
408,6/27/2014,386,3,0,40
408,7/1/2012,377,0,1,25
408,7/13/2014,386,0,1,85
408,6/17/2013,365,0,1,50
408,6/2/2012,401,0,1,35
408,6/11/2014,403,0,1,90
408,6/25/2014,503,0,1,40
408,6/2/2012,401,4,1,60
408,6/6/2011,402,0,1,60
408,7/11/2011,554,4,1,40
408,6/17/2013,365,4,1,30
408,7/2/2013,365,0,1,65
408,6/2/2012,401,0,1,50
408,6/6/2011,402,3,1,90
408,7/11/2011,554,0,1,75
409,6/25/2011,505,0,1,70
409,6/27/2014,515,2,1,20
409,7/1/2012,396,0,1,40
409,7/11/2011,572,0,1,60
409,7/13/2014,496,5,0,70
409,6/27/2014,515,4,1,55
409,6/25/2014,481,0,1,45
409,6/11/2014,425,1,0,45
409,6/2/2012,429,0,1,95
409,6/17/2013,483,1,1,50
409,6/17/2013,483,1,1,35
409,7/11/2011,572,0,1,75
409,6/17/2013,483,1,0,60
409,6/25/2011,505,0,1,50
409,6/2/2012,429,2,1,100
409,6/25/2014,481,0,1,60
409,6/6/2011,428,0,1,45
409,6/6/2011,428,0,1,65
409,7/13/2014,496,3,0,75
409,6/27/2014,515,0,0,25
410,6/25/2014,462,0,1,80
410,7/1/2012,416,3,1,20
410,6/27/2014,486,0,1,20
410,6/6/2011,452,0,1,80
410,7/13/2014,475,0,1,65
410,6/25/2014,462,0,1,55
410,6/25/2014,462,2,0,50
410,7/13/2014,475,2,0,70
410,6/27/2014,486,0,1,40
410,7/2/2013,455,0,1,75
410,6/17/2013,463,0,1,65
410,6/25/2011,486,0,1,80
410,6/25/2011,486,0,1,65
410,5/30/2013,453,0,1,80
410,6/25/2011,486,7,1,20
411,6/25/2014,441,0,1,50
411,7/1/2012,440,7,1,20
411,6/25/2014,441,0,1,80
411,7/2/2013,412,0,1,15
411,6/2/2012,480,1,1,30
411,6/17/2013,441,3,1,60
411,7/13/2014,455,0,1,45
411,6/11/2014,480,5,1,75
411,6/18/2012,452,0,1,75
411,7/13/2014,455,9,1,70
411,7/13/2014,455,0,1,35
411,7/13/2014,455,0,1,40
411,7/1/2012,440,0,1,40
411,6/27/2014,466,0,1,65
411,6/27/2014,466,4,1,65
411,6/2/2012,480,5,1,90
412,7/2/2013,494,5,1,30
412,7/11/2011,422,0,1,35
412,5/30/2013,472,1,1,50
412,6/2/2012,474,0,1,80
412,6/25/2011,608,0,1,40
412,6/17/2013,386,2,1,90
412,7/11/2011,422,1,1,50
412,6/27/2014,424,0,1,50
412,6/27/2014,424,0,1,65
412,7/13/2014,419,1,1,70
412,7/2/2013,494,2,1,80
412,6/17/2013,386,0,1,30
412,6/25/2011,608,0,1,50
412,7/1/2012,428,0,1,70
412,7/13/2014,419,0,1,80
412,6/17/2013,386,0,1,40
412,6/2/2012,474,1,0,45
412,7/13/2014,419,9,0,40
412,6/2/2012,474,0,1,45
412,6/18/2012,428,5,0,35
412,7/2/2013,494,1,1,75
